idCourse,idUser,rating,ipUser,timestamp
7918,14107,4,"",1589550899000
7901,14594,5,"",1625004572000
7896,14313,3,"",1594913161000
8023,14461,5,"",1615843101000
19,14094,4,"",1563297132000
7882,14426,5,"",1610406831000
8025,15383,5,"",1647450750000
7901,13966,5,"",1609434132000
7796,14454,5,"",1614113870000
8101,13859,5,"",1622832251000
7986,14590,5,"",1624213953000
132,13703,4,"",1561920062000
8386,15108,5,"",1635260020000
7983,14409,5,"",1620152019000
8071,14498,1,"",1624382805000
8101,13649,5,"",1623361774000
8022,15441,5,"",1652837569000
8022,14360,5,"",1625774803000
7958,13740,5,"",1631333293000
7967,13847,3,"",1624981216000
7922,14437,5,"",1611697260000
8009,14499,5,"",1619030487000
8016,14523,4,"",1622819700000
7795,14387,5,"",1605561374000
7795,14307,4,"",1593456807000
7931,15086,4,"",1634911183000
7949,14409,5,"",1616351555000
7947,13740,5,"",1604099707000
7901,15412,5,"",1650580571000
7762,13713,4,"",1565805500000
7982,14409,4,"",1620144394000
7908,14387,5,"",1605641857000
7908,14503,5,"",1620157686000
8001,14017,4,"",1613150829000
7931,14306,5,"",1593617777000
87,14006,1,"",1561998218000
7908,14457,5,"",1615333119000
122,14510,5,"",1620084035000
7999,13715,5,"",1602163765000
8071,14397,5,"",1627680264000
8416,14387,5,"",1637598029000
7908,14328,5,"",1597173477000
7796,14334,5,"",1598302929000
7931,14498,5,"",1619030562000
8022,13861,5,"",1638601215000
7796,14526,5,"",1622571518000
7795,14349,5,"",1600729753000
6648,14552,5,"",1622758605000
7896,15136,5,"",1638457231000
7882,15086,4,"",1634907091000
8003,14017,2,"",1613151205000
7938,14065,1,"",1622140968000
7922,14426,5,"",1611592798000
8096,14430,5,"",1630979488000
122,14356,5,"",1603254541000
7882,14504,5,"",1618861805000
4113,13945,5,"",1619560764000
7882,14432,5,"",1611602047000
102,15049,5,"",1629932098000
8011,14039,1,"",1612876491000
3131,13612,5,"",1609253625000
7508,14142,4,"",1623281586000
82,14235,4,"",1585269748000
7986,14499,5,"",1618954869000
21,14094,4,"",1563409425000
7931,14304,5,"",1593628038000
8027,13717,2,"",1624409640000
8383,15140,5,"",1637700343000
7796,14610,5,"",1626122374000
7796,14489,2,"",1624483554000
8009,14503,5,"",1620239356000
122,13645,4,"",1562098243000
7882,14411,5,"",1609191654000
7900,14360,5,"",1603217960000
7914,13878,2,"",1588133781000
7304,14211,5,"",1651018414000
7896,14201,1,"",1594593247000
7907,14306,5,"",1594233653000
8027,13831,4,"",1622644528000
7986,13719,5,"",1600784653000
8104,14084,4,"",1620656457000
7876,14174,1,"",1575399603000
8000,14039,2,"",1612876322000
7987,13932,5,"",1600369279000
128,13703,5,"",1561933730000
8027,13761,5,"",1622871320000
122,13978,5,"",1561666168000
4514,13945,5,"",1623712350000
83,14387,4,"",1605656332000
7795,14312,5,"",1594683122000
7986,15412,5,"",1650575502000
7914,14305,4,"",1593607499000
67,14094,5,"",1563389001000
7947,13641,4,"",1613170153000
7910,15079,5,"",1632502674000
9,14006,2,"",1561501213000
1124,13880,5,"",1587486344000
7931,14334,5,"",1598471559000
69,14006,2,"",1562614075000
8140,13945,5,"",1630607233000
8065,15135,5,"",1643054467000
7899,14594,5,"",1624920431000
134,14523,2,"",1623156717000
8151,14552,5,"",1632770126000
23,14334,5,"",1598888446000
67,15275,5,"",1654963447000
7913,14363,4,"",1603475209000
7938,13608,2,"",1599069045000
7913,14594,5,"",1625245651000
94,14086,5,"",1562112323000
8022,15232,4,"",1645201181000
122,14334,5,"",1598303570000
1207,14005,5,"",1623961062000
7796,14076,5,"",1618442541000
8543,15275,5,"",1655496170000
8027,13779,5,"",1622556614000
67,15079,4,"",1639775216000
