idst,idstMember,filter
6,15002,""
14274,15321,""
14953,15000,""
14478,13845,""
1,15391,""
1,13973,""
13152,13665,""
2,15444,""
2,13702,""
14478,13919,""
13060,15089,""
1,13860,""
2,14371,""
12301,13827,""
2,13758,""
6,13981,""
1,14086,""
4,14218,""
2,14600,""
13060,15353,""
2,14219,""
2,14143,""
12301,13801,""
13060,15327,""
1,15376,""
1,13950,""
14478,14652,""
14680,15241,""
14945,15004,""
2,15312,""
6,15231,""
13053,14223,""
15481,15397,""
1,15221,""
6,13826,""
2,15205,""
6,15525,""
6,15301,""
14274,14552,""
12301,13765,""
13053,13614,""
1,13868,""
6,14413,""
1,14762,""
13060,15108,""
1,13891,""
6,14316,""
13060,15076,""
13130,14116,""
14698,14697,""
13060,14636,""
1,14943,""
1,14201,""
6,15413,""
13124,13659,""
6,14475,""
13122,13984,""
1,15451,""
2,13974,""
2,15482,""
13053,14260,""
2,14608,""
14478,13685,""
6,15224,""
14478,13896,""
2,14620,""
13036,15386,""
1,14211,""
13141,13853,""
2,14761,""
6,13988,""
13129,14053,""
14478,13819,""
14341,13767,""
4,13589,""
6,14410,""
2,14156,""
14341,13839,""
1,15032,""
1,14224,""
6,14639,""
14695,15270,""
13060,15521,""
13035,15408,""
6,14004,""
1,14305,""
1,15112,""
2,13587,""
14665,15336,""
14521,15360,""
13035,15380,""
1,14663,""
6,14554,""
14478,13715,""
13035,15390,""
13069,13942,""
13060,15471,""
13060,15280,""
13136,14217,""
14727,15247,""
1,13959,""
14528,15206,""
14716,15175,""
6,14645,""
13060,15476,""
2,14267,""
1,15321,""
13060,14548,""
14520,15379,""
2,15099,""
13060,14405,""
6,13726,""
14478,14430,""
14521,14677,""
14683,15288,""
1,14555,""
2,13694,""
2,14514,""
14264,13697,""
1,15058,""
2,15528,""
14478,14397,""
14478,13858,""
13113,13632,""
2,14365,""
14274,13939,""
6,15080,""
6,14389,""
6,13978,""
6,13662,""
13053,15156,""
6,13798,""
1,15251,""
6,15314,""
13060,15408,""
2,15293,""
1,14022,""
1,15343,""
13125,13659,""
2,14352,""
12301,13883,""
6,14636,""
14274,14252,""
2,15141,""
13124,13707,""
12301,13636,""
13060,14473,""
1,13583,""
2,15460,""
13124,13826,""
14478,13763,""
14341,14460,""
1,13846,""
2,15010,""
12301,13955,""
1,14066,""
14944,14986,""
1,13820,""
2,13946,""
1,15224,""
14274,13878,""
1,13643,""
14682,15275,""
14520,15068,""
6,14812,""
13036,15388,""
2,14043,""
14962,14960,""
1,14452,""
13121,13679,""
14686,15204,""
1,15331,""
2,13796,""
15481,15406,""
13060,14411,""
13114,13852,""
13119,14168,""
2,13819,""
13118,13958,""
14478,14141,""
13060,14389,""
6,15054,""
14478,14226,""
13036,15522,""
6,15255,""
15481,15505,""
14521,14561,""
15481,15488,""
1,13741,""
14528,13952,""
2,13900,""
6,15112,""
14683,15268,""
1,13731,""
13125,14132,""
13036,15173,""
6,13720,""
2,14115,""
14521,14583,""
1,13900,""
14478,14447,""
13125,13816,""
13113,14205,""
14947,15045,""
13060,15449,""
6,15320,""
13036,15378,""
13060,14463,""
14274,14084,""
14521,15344,""
6,15348,""
2,13899,""
6,14206,""
6,14649,""
6,15100,""
14478,13829,""
2,14715,""
13125,14282,""
15458,15237,""
1,14054,""
13128,13824,""
2,13610,""
1,13812,""
2,13983,""
6,14357,""
14816,15291,""
13060,15138,""
13128,13633,""
1,13869,""
2,15381,""
4,14022,""
2,13807,""
1,15172,""
2,13803,""
2,15229,""
2,15274,""
14683,15277,""
13125,13815,""
1,14409,""
2,15202,""
2,14064,""
14478,13798,""
2,13027,""
14683,15172,""
1,15326,""
2,13958,""
1,15352,""
13035,15415,""
14528,13916,""
15481,15288,""
6,13712,""
13036,15535,""
6,13812,""
1,14557,""
6,15436,""
1,14637,""
2,13881,""
14274,13897,""
1,14043,""
14679,15298,""
14686,14980,""
14520,14531,""
13128,13678,""
14342,15066,""
1,13775,""
14682,15283,""
1,14949,""
2,13978,""
6,14615,""
2,15321,""
1,15201,""
6,13614,""
13123,13642,""
1,15129,""
1,13862,""
2,14407,""
14342,14515,""
14478,14318,""
6,15377,""
1,15375,""
2,14485,""
14274,15048,""
2,14409,""
14521,14609,""
14274,13630,""
6,13604,""
6,14435,""
6,14219,""
2,15009,""
2,15462,""
12301,13777,""
1,13871,""
1,14981,""
1,15233,""
1,15128,""
13060,15111,""
1,14282,""
6,15300,""
2,15232,""
14478,14313,""
12301,13748,""
1,13620,""
13137,13914,""
6,15521,""
12301,13740,""
1,15013,""
14528,14313,""
12301,13624,""
6,15366,""
14528,14303,""
13137,13889,""
14528,13839,""
6,15202,""
6,14241,""
13060,15119,""
13123,13688,""
1,15512,""
2,14242,""
1,15022,""
14683,15156,""
13060,15528,""
2,15007,""
13060,14449,""
2,15222,""
6,14610,""
14520,14565,""
13122,14091,""
14137,14179,""
2,13843,""
14520,15101,""
6,15401,""
13147,13670,""
13131,13645,""
15481,15356,""
2,14995,""
6,14485,""
2,13661,""
1,13774,""
2,14477,""
14274,13801,""
14342,14473,""
1,15478,""
14520,15059,""
3,13027,""
14520,15346,""
6,14398,""
14478,14446,""
2,15366,""
14520,15130,""
14478,13901,""
2,14590,""
14478,13736,""
2,13902,""
13060,14344,""
1,15182,""
14945,15023,""
14952,14968,""
1,15235,""
15481,15503,""
6,13936,""
2,15029,""
13060,15290,""
6,15410,""
14722,15146,""
13112,13771,""
6,15395,""
13036,15534,""
6,15109,""
1,13882,""
13128,13775,""
2,14626,""
6,15390,""
14274,13955,""
13124,13808,""
2,14345,""
2,13809,""
6,15333,""
13035,15393,""
6,13872,""
1,15062,""
1,13766,""
2,14245,""
14944,15001,""
6,15228,""
14521,15330,""
6,14507,""
13123,14245,""
13124,13858,""
14664,15348,""
6,14141,""
14478,15131,""
1,14275,""
14521,14598,""
6,14279,""
15481,15483,""
14695,14787,""
14520,14582,""
1,14621,""
6,15192,""
6,13829,""
14528,13788,""
2,14139,""
6,14574,""
2,13968,""
2,13612,""
3,15407,""
13137,13758,""
14528,13900,""
6,13760,""
2,14009,""
14274,13749,""
13036,15470,""
2,15479,""
14478,15106,""
2,14984,""
14478,15139,""
6,14115,""
2,15238,""
1,14476,""
2,14542,""
13131,14471,""
13035,15515,""
14478,15230,""
14682,15237,""
2,14061,""
14945,15020,""
13060,15416,""
1,14814,""
14342,14444,""
1,13979,""
14520,14545,""
14341,13682,""
13107,14052,""
6,14001,""
1,14550,""
6,14623,""
1,13902,""
13060,14387,""
6,14986,""
14041,14133,""
13060,15448,""
2,14574,""
14680,14747,""
15481,15485,""
14480,14479,""
14682,15261,""
14521,14539,""
14528,13823,""
1,13711,""
6,14027,""
6,13695,""
6,14522,""
12301,14247,""
14265,14336,""
14263,13746,""
14945,15003,""
13060,15094,""
14528,13883,""
13060,15053,""
6,13696,""
1,14015,""
2,14282,""
6,15161,""
1,14372,""
13035,15489,""
2,15162,""
2,14028,""
1,14324,""
1,15167,""
13136,14141,""
15458,15000,""
14099,14107,""
13112,13798,""
1,13854,""
13120,14330,""
13133,14140,""
6,15281,""
14012,14257,""
6,14255,""
14521,15130,""
13035,15394,""
14012,13728,""
14521,14575,""
14683,14730,""
2,15519,""
13131,13689,""
13053,14180,""
14679,15241,""
2,15254,""
6,15033,""
14478,14172,""
14683,15225,""
14711,15219,""
13121,14330,""
15458,15275,""
12301,13762,""
13135,13997,""
14521,15152,""
4,13953,""
13036,15517,""
14098,14024,""
2,14814,""
6,15241,""
6,14533,""
2,14024,""
14274,14204,""
1,15324,""
1,14499,""
14274,13803,""
1,13622,""
6,14312,""
13060,14454,""
4,13769,""
6,15326,""
14698,14829,""
6,14181,""
13119,13805,""
2,14488,""
1,14133,""
6,14128,""
1,14203,""
2,15418,""
1,14413,""
2,13883,""
6,15019,""
2,14555,""
13035,15049,""
15481,15383,""
13127,14319,""
14274,14356,""
1,14334,""
14478,13744,""
1,13885,""
12301,14268,""
6,13964,""
13122,13931,""
6,14351,""
13124,14233,""
2,13733,""
6,15487,""
14478,14030,""
1,15218,""
6,13836,""
1,15031,""
6,15356,""
13036,15455,""
2,14181,""
14310,13703,""
2,15510,""
14521,14618,""
13123,13674,""
6,15434,""
1,14344,""
13060,15098,""
13060,15283,""
14683,15299,""
2,15092,""
6,14006,""
6,15387,""
13036,15501,""
14478,14156,""
1,13712,""
14274,13823,""
1,15397,""
6,15055,""
14041,14080,""
1,15141,""
2,14125,""
13035,14674,""
6,13667,""
2,14434,""
6,14067,""
6,14084,""
6,15283,""
6,14585,""
14310,14409,""
13124,14325,""
6,13746,""
1,15034,""
14520,14585,""
2,15322,""
13115,13987,""
13053,14039,""
2,15370,""
6,13705,""
14683,15246,""
1,15531,""
13035,15383,""
14185,14028,""
2,14387,""
6,14175,""
6,14144,""
13121,13968,""
6,13759,""
1,15197,""
2,13859,""
13035,15434,""
2,15511,""
14274,15135,""
13113,13643,""
14696,15197,""
14478,14168,""
13119,13854,""
2,15105,""
14478,14626,""
2,14356,""
13053,15242,""
14670,15248,""
13129,13678,""
2,15002,""
1,14650,""
12301,13752,""
6,13666,""
1,15145,""
6,13845,""
6,15178,""
13035,15348,""
1,13693,""
13137,13952,""
13060,14592,""
3,13106,""
1,15195,""
1,15123,""
1,14205,""
13060,15370,""
13053,14037,""
14478,13758,""
6,14465,""
6,15321,""
13123,13711,""
3,15074,""
13149,14315,""
6,14985,""
1,14087,""
1,15496,""
14528,13819,""
14189,14015,""
6,15044,""
14478,15237,""
13129,13913,""
6,15328,""
14274,13845,""
13156,13721,""
1,14432,""
1,13024,""
2,13914,""
14711,15290,""
6,15230,""
1,13764,""
13060,14506,""
6,14378,""
6,14647,""
1,14597,""
14520,15333,""
14696,14787,""
13138,13741,""
2,14546,""
2,13824,""
6,15319,""
1,15381,""
6,14633,""
1,13742,""
14274,13779,""
6,13987,""
2,13947,""
14230,14063,""
13125,13611,""
13122,14268,""
14682,15188,""
13060,14365,""
14682,15203,""
6,15087,""
13124,14322,""
14944,14966,""
2,14588,""
13035,15416,""
13060,14457,""
1,14571,""
2,15358,""
2,15352,""
14012,13978,""
1,13735,""
14520,14542,""
14274,14378,""
1,15398,""
14274,14108,""
14478,13599,""
6,14430,""
13060,14615,""
6,14506,""
1,15040,""
2,15286,""
6,13780,""
14042,14133,""
1,13898,""
6,13996,""
6,15325,""
6,14416,""
1,13640,""
2,13930,""
13118,14253,""
14521,15337,""
14680,15296,""
2,13826,""
6,14075,""
1,14156,""
13060,15047,""
1,13975,""
14521,14676,""
13149,13870,""
14945,14975,""
13068,13811,""
6,15399,""
1,15111,""
2,14430,""
13132,13948,""
1,15445,""
14953,14988,""
14274,13938,""
6,14138,""
13060,15066,""
1,14257,""
4,14028,""
1,14464,""
13118,13800,""
2,14211,""
2,14111,""
14478,14612,""
6,15310,""
1,15311,""
13053,15118,""
1,13614,""
13134,14139,""
14521,14538,""
6,13922,""
13060,14413,""
13036,15344,""
6,13821,""
13060,15435,""
14274,13802,""
14521,15129,""
1,14470,""
4,13634,""
2,14255,""
6,15022,""
2,15453,""
13060,15525,""
13125,13594,""
2,15113,""
14274,13788,""
6,13755,""
14478,14624,""
6,14400,""
6,15125,""
2,15371,""
1,14046,""
6,13591,""
13036,14211,""
6,15496,""
2,14077,""
1,13809,""
2,14616,""
2,14017,""
6,14532,""
14520,14595,""
14680,14678,""
2,15304,""
2,13738,""
14528,15048,""
4,13904,""
2,15347,""
13035,15531,""
6,15153,""
2,15461,""
2,15223,""
1,14011,""
6,15417,""
1,15416,""
13112,13937,""
14952,15011,""
14478,14139,""
6,15199,""
13136,13731,""
12301,13646,""
13143,13855,""
14679,15157,""
1,15430,""
2,13874,""
14680,15174,""
14478,13627,""
13136,13889,""
2,13896,""
14478,13608,""
6,14007,""
13036,15426,""
2,14081,""
13053,14073,""
14341,14379,""
6,14753,""
6,13730,""
1,14582,""
14478,13621,""
15481,15325,""
6,15441,""
14520,15514,""
2,15031,""
13035,15474,""
14521,15104,""
14953,15011,""
13123,13844,""
6,14537,""
2,14005,""
2,15209,""
14478,13661,""
6,15003,""
1,15307,""
2,13850,""
1,14756,""
6,15084,""
2,13893,""
14274,13618,""
15481,15496,""
3,14409,""
13060,14400,""
6,14236,""
13036,15507,""
2,15311,""
2,13683,""
6,15037,""
14528,14460,""
2,15536,""
13035,15448,""
14478,13882,""
1,14311,""
14274,14488,""
15481,15201,""
13134,14009,""
2,15122,""
14521,14553,""
1,14560,""
13137,13777,""
13036,15415,""
14478,13820,""
2,15255,""
14478,15215,""
13035,15433,""
14521,15343,""
6,14566,""
2,15123,""
6,14014,""
14274,14460,""
2,15488,""
2,13633,""
13060,15137,""
2,15526,""
6,15418,""
13112,13680,""
13036,15524,""
2,15167,""
2,13860,""
6,13965,""
1,14960,""
13053,14419,""
13036,15461,""
13152,13960,""
14682,15179,""
13114,13726,""
6,14557,""
14274,15292,""
1,13727,""
14683,15251,""
13128,14236,""
6,15317,""
6,15405,""
2,15262,""
1,14483,""
6,14597,""
14478,14388,""
14945,14969,""
6,14019,""
1,14486,""
14680,14732,""
14521,14493,""
13118,13927,""
14520,15337,""
2,15500,""
1,14029,""
14478,14496,""
13123,14339,""
6,15034,""
2,15224,""
1,15158,""
14521,15332,""
2,15170,""
13151,13900,""
1,15408,""
1,15402,""
2,15537,""
15481,15305,""
13129,14308,""
13129,14117,""
1,15054,""
14478,13629,""
13060,15530,""
13134,14172,""
6,13931,""
1,15133,""
1,14024,""
14528,13727,""
13118,13861,""
1,15005,""
15481,15116,""
2,13599,""
2,15091,""
13061,13106,""
14679,14753,""
15481,15179,""
1,14431,""
2,14108,""
13035,15392,""
13138,14057,""
1,15255,""
1,13838,""
1,13703,""
13135,14218,""
15458,15189,""
4,13828,""
14665,15050,""
15481,15493,""
14664,15486,""
12301,13876,""
14520,15518,""
14521,15103,""
13113,13785,""
6,13630,""
6,14469,""
13159,13872,""
6,13612,""
14721,15278,""
14961,15043,""
1,14472,""
6,13643,""
14274,13889,""
6,13948,""
14521,14621,""
13125,14318,""
2,13961,""
4,13622,""
13123,13998,""
14013,14225,""
13060,14589,""
4,13976,""
2,15033,""
14478,15049,""
13119,13959,""
2,14090,""
14520,14479,""
6,13997,""
6,15183,""
13118,13618,""
13159,13745,""
14520,14541,""
13060,15149,""
14274,13777,""
13136,13884,""
1,15181,""
2,14277,""
13036,15475,""
13035,15400,""
1,15517,""
13068,13964,""
2,15507,""
14478,14646,""
2,15301,""
1,15202,""
1,15303,""
6,13747,""
2,14622,""
6,15512,""
1,14535,""
13122,13969,""
1,14443,""
2,14459,""
14478,15069,""
4,14120,""
14310,14130,""
13060,14442,""
6,15245,""
6,13754,""
13113,14312,""
2,15245,""
14230,13910,""
13122,13970,""
2,15073,""
14520,15082,""
2,13730,""
1,14051,""
1,13671,""
1,14255,""
1,13700,""
13119,14496,""
1,15102,""
2,15517,""
13121,14309,""
1,14364,""
14310,15535,""
14521,14532,""
1,14318,""
14264,13746,""
14528,13777,""
14944,15025,""
1,14620,""
13053,13629,""
2,13665,""
1,13632,""
6,15402,""
14478,13785,""
1,15272,""
2,15267,""
6,15302,""
1,13713,""
2,13977,""
1,13952,""
14944,15030,""
12301,14258,""
6,15150,""
14679,14804,""
13036,15530,""
14521,14569,""
13131,13988,""
2,14618,""
13124,13942,""
1,15359,""
14682,15159,""
2,14393,""
14665,15494,""
13135,13951,""
14310,13608,""
2,14700,""
13036,15464,""
2,14539,""
6,15253,""
1,13777,""
1,15025,""
2,15411,""
2,14642,""
6,14446,""
2,15089,""
2,14175,""
6,14519,""
6,15294,""
14944,15041,""
6,15363,""
13136,14303,""
6,14364,""
1,14969,""
6,14473,""
6,15419,""
1,14527,""
13060,14408,""
13035,15116,""
14342,14442,""
14952,15459,""
2,15138,""
6,15334,""
1,14091,""
2,15300,""
2,14126,""
12301,13634,""
1,14482,""
14521,15000,""
1,14435,""
13053,14179,""
14520,14534,""
14520,15104,""
2,15412,""
1,14427,""
14683,14776,""
1,14468,""
1,14009,""
13053,13682,""
14478,15185,""
2,13847,""
6,14043,""
14478,14334,""
14264,14247,""
13060,14626,""
1,13821,""
14952,15035,""
1,14507,""
6,14735,""
1,14570,""
6,15229,""
14521,15084,""
6,15282,""
14952,14954,""
13035,15492,""
2,15198,""
14478,14497,""
14478,14211,""
14478,13800,""
1,13657,""
14478,13761,""
14664,15506,""
14478,14552,""
6,14070,""
13060,15102,""
4,13629,""
2,15052,""
14945,14995,""
2,15426,""
2,15142,""
2,15359,""
13060,14516,""
13035,15410,""
1,15472,""
6,14510,""
6,13990,""
13060,14348,""
4,13955,""
1,13106,""
13120,14114,""
13053,14476,""
13060,15522,""
2,14598,""
6,14581,""
1,14268,""
2,14006,""
1,14216,""
6,14500,""
14521,14622,""
1,14574,""
1,15075,""
2,14673,""
12301,13940,""
1,15404,""
14520,15107,""
13112,13597,""
2,14992,""
6,13959,""
1,14082,""
2,14983,""
1,13667,""
14952,14996,""
13035,15376,""
6,15222,""
6,14837,""
2,15129,""
14521,14580,""
14521,14672,""
13136,14326,""
13125,13826,""
14520,14559,""
13053,14218,""
6,14575,""
14665,15505,""
1,14451,""
13124,13962,""
6,15126,""
12301,14031,""
14274,13610,""
6,14618,""
14679,15162,""
6,14081,""
13060,15426,""
1,14783,""
13036,15446,""
14342,14329,""
1,14977,""
2,13777,""
1,15053,""
14528,14084,""
13060,14381,""
13036,15469,""
6,15388,""
6,15308,""
1,13873,""
2,13959,""
15481,15355,""
12301,14243,""
2,14134,""
12301,14078,""
13140,13791,""
14521,15379,""
1,13874,""
1,14016,""
6,13825,""
1,14674,""
13125,14325,""
14680,15336,""
13035,15491,""
2,14649,""
2,15533,""
1,15088,""
1,15245,""
2,15079,""
1,15223,""
2,13670,""
14310,15049,""
1,15163,""
1,13629,""
2,15166,""
1,15313,""
14665,15118,""
4,13758,""
2,13897,""
14342,14460,""
2,15022,""
14341,14005,""
1,15076,""
2,13929,""
1,14354,""
13118,13779,""
2,13923,""
14683,15206,""
13122,13642,""
14274,13598,""
6,13958,""
13134,13922,""
1,14346,""
2,14244,""
2,15200,""
13068,13638,""
14478,14371,""
2,14534,""
1,13910,""
6,14738,""
14528,14108,""
2,14066,""
14682,15160,""
4,13752,""
14521,14593,""
2,13913,""
6,14963,""
1,13659,""
12301,13892,""
1,15232,""
6,15339,""
14962,14985,""
13036,15516,""
13036,15451,""
2,13741,""
6,14565,""
13132,13780,""
1,14983,""
13035,15427,""
14478,14523,""
13036,15393,""
6,13607,""
13036,15143,""
13133,13668,""
3,13065,""
1,14730,""
13135,14243,""
2,13764,""
13138,14044,""
2,14552,""
2,13998,""
13125,14076,""
2,13980,""
13036,15447,""
13036,15520,""
14478,14235,""
6,15154,""
6,14105,""
13060,15461,""
1,15363,""
6,14583,""
14310,14086,""
2,14080,""
13115,13588,""
2,14278,""
14952,15000,""
1,14348,""
2,13986,""
14680,14756,""
13132,13894,""
13128,13907,""
13060,14448,""
2,15098,""
13053,14311,""
6,13742,""
13053,14354,""
6,15510,""
1,15387,""
6,15069,""
13157,13702,""
14520,15429,""
1,13783,""
14520,14598,""
6,14969,""
1,13884,""
4,13728,""
13124,13611,""
14521,14573,""
1,14081,""
13119,14338,""
14478,14642,""
13053,15213,""
1,14600,""
13036,14308,""
14682,15155,""
6,14576,""
2,14607,""
6,15263,""
14521,15362,""
14520,15343,""
14274,14303,""
2,13868,""
13137,13823,""
2,15339,""
14682,15246,""
6,15111,""
1,15407,""
4,13844,""
13133,14276,""
6,13663,""
1,14957,""
1,14350,""
14664,15482,""
13117,13602,""
13035,15236,""
2,14376,""
13060,15479,""
2,14331,""
13060,15256,""
1,15447,""
13132,13668,""
14521,14215,""
13036,15519,""
14520,14562,""
13060,14469,""
6,15403,""
13136,14084,""
14274,13986,""
13122,14051,""
14274,15282,""
4,13859,""
14342,14440,""
14478,13731,""
13113,14075,""
1,13747,""
4,14049,""
13123,14314,""
2,15277,""
14478,13588,""
2,14135,""
13053,13732,""
13036,15429,""
15481,15497,""
6,14671,""
2,14330,""
13035,15529,""
2,13993,""
2,15186,""
1,15004,""
1,15495,""
14478,14607,""
6,14995,""
14478,14460,""
13060,15141,""
1,13879,""
2,13931,""
13060,15350,""
14154,14033,""
1,15170,""
1,14360,""
1,14368,""
6,15035,""
1,13993,""
2,13966,""
14478,14132,""
14682,15277,""
14342,14356,""
14274,14212,""
1,13619,""
2,13643,""
1,15248,""
6,15217,""
1,14477,""
1,15247,""
14341,13684,""
14667,14977,""
2,13707,""
6,13803,""
2,14982,""
14521,14554,""
2,15054,""
14266,14336,""
14520,14538,""
12301,13828,""
6,15118,""
2,14304,""
13035,15484,""
14478,13892,""
6,14608,""
6,14652,""
14478,13918,""
1,14441,""
14944,14994,""
1,15173,""
14342,15148,""
6,15424,""
14099,14039,""
6,15160,""
4,14170,""
14520,15380,""
1,13658,""
14727,14725,""
14521,14572,""
14520,15125,""
6,14993,""
6,14994,""
6,14626,""
6,14472,""
2,15256,""
2,15314,""
2,14550,""
14478,13610,""
13060,15402,""
2,15368,""
2,15348,""
14478,14349,""
6,13824,""
6,13832,""
13118,14168,""
2,13932,""
14264,14335,""
13124,13623,""
14274,15189,""
6,15534,""
1,15104,""
2,14215,""
13070,13528,""
1,14732,""
15481,15119,""
13130,14311,""
2,15207,""
2,15477,""
14261,13653,""
14520,14618,""
1,14068,""
2,15097,""
14274,14147,""
13060,14416,""
3,13912,""
2,14133,""
14274,13638,""
2,14957,""
2,13774,""
2,13851,""
6,15449,""
13035,14276,""
13127,14083,""
14665,15140,""
15481,15289,""
6,13664,""
2,15521,""
14478,13916,""
14341,13993,""
13053,14219,""
2,15014,""
6,15117,""
1,14064,""
14961,15038,""
14520,15072,""
14521,14578,""
14520,15100,""
13128,13913,""
13060,15428,""
14682,15292,""
1,14463,""
13122,13636,""
6,15397,""
1,15002,""
2,14783,""
6,14215,""
1,13927,""
1,15322,""
14667,14769,""
6,14116,""
1,15439,""
13129,13999,""
6,14111,""
2,15077,""
2,14360,""
13137,13845,""
1,14530,""
6,13596,""
2,15244,""
6,13850,""
1,13945,""
2,14515,""
13060,14422,""
1,14338,""
2,13784,""
14274,15230,""
13118,13801,""
6,13609,""
2,14701,""
13118,13956,""
13134,13807,""
6,13651,""
13153,14331,""
1,15536,""
14521,14558,""
13136,14148,""
6,13902,""
1,13948,""
14679,14789,""
6,15268,""
13053,13940,""
1,13788,""
2,14732,""
13060,14373,""
14274,14349,""
13035,15469,""
2,15392,""
2,15233,""
14478,14090,""
13132,15102,""
6,13749,""
13060,15463,""
2,15354,""
15458,15322,""
2,15243,""
14679,15269,""
1,14308,""
2,13976,""
1,14958,""
2,14955,""
2,14052,""
6,14582,""
13137,13884,""
2,14283,""
14478,15161,""
6,14240,""
4,13725,""
2,15117,""
13060,15266,""
13113,13949,""
13053,14000,""
14520,14543,""
13134,14211,""
1,13746,""
14664,15110,""
2,13987,""
12301,13932,""
1,14020,""
13125,14077,""
13071,13921,""
14478,14182,""
13036,15392,""
13139,13693,""
1,14000,""
1,15009,""
1,13650,""
2,15335,""
13060,14616,""
13060,15078,""
6,14437,""
13124,14054,""
6,14602,""
4,14029,""
13035,15483,""
14274,13900,""
1,14018,""
2,15278,""
2,13607,""
14478,15169,""
13124,13666,""
6,14253,""
6,15254,""
6,14991,""
1,14061,""
2,13940,""
1,13825,""
13129,13907,""
14478,15226,""
13123,13874,""
14274,14447,""
6,15323,""
6,14531,""
13053,14464,""
2,14410,""
13125,13760,""
13151,13733,""
2,13944,""
13053,13733,""
6,14257,""
2,13904,""
14520,14551,""
13124,13868,""
14666,14663,""
13060,14638,""
14274,14267,""
2,14216,""
6,15073,""
13125,13765,""
15481,15398,""
13060,15401,""
1,15356,""
13053,15210,""
6,14829,""
1,14376,""
14520,15000,""
6,14346,""
14274,14441,""
1,15421,""
2,14496,""
13132,14323,""
14478,13613,""
12301,14022,""
14478,14075,""
1,14319,""
1,13676,""
14665,15499,""
13128,14126,""
1,15526,""
14478,13956,""
1,14547,""
14520,15081,""
6,15505,""
6,15020,""
14478,14065,""
1,14316,""
1,15523,""
14521,15198,""
13148,14249,""
1,15312,""
14520,15126,""
13112,14312,""
2,15230,""
14478,13867,""
2,14585,""
2,15049,""
1,14955,""
3,13024,""
1,14331,""
6,15470,""
15481,15313,""
2,14257,""
2,14507,""
6,13783,""
1,13803,""
14342,14326,""
6,15107,""
13053,14120,""
6,15349,""
14274,13819,""
2,15294,""
6,13659,""
14664,15485,""
15481,15281,""
13136,13783,""
13119,13859,""
1,14522,""
13060,15049,""
6,15527,""
13128,14308,""
2,15441,""
13122,13711,""
1,13953,""
12301,13979,""
6,14787,""
13035,15378,""
2,13948,""
6,15065,""
13113,13893,""
6,14055,""
6,13671,""
6,15486,""
13112,13744,""
13136,14313,""
6,15498,""
2,13588,""
14478,14214,""
13152,13995,""
14478,14438,""
13060,15480,""
13132,13603,""
1,15079,""
13125,13683,""
6,15382,""
14478,13737,""
2,15535,""
13120,14309,""
2,15414,""
14679,15262,""
4,14000,""
14664,15111,""
2,14334,""
1,14984,""
14944,14979,""
13130,13848,""
13060,14461,""
14521,15127,""
2,15442,""
1,14642,""
14478,15163,""
6,15453,""
13035,15440,""
2,15160,""
2,14268,""
2,14776,""
13071,13866,""
1,15043,""
2,14253,""
4,13753,""
13137,14224,""
13060,15469,""
2,14079,""
2,14243,""
13122,14059,""
2,13889,""
14682,15257,""
14478,14385,""
13035,15424,""
13053,13902,""
14154,14239,""
6,14419,""
13128,13694,""
6,15479,""
2,13812,""
2,14254,""
13036,15400,""
14274,13861,""
1,13758,""
13153,13971,""
14342,15132,""
2,13988,""
6,15209,""
6,14621,""
13128,13999,""
14521,14564,""
13125,14334,""
13035,15519,""
2,15325,""
6,14477,""
14944,14943,""
6,13736,""
13134,13660,""
13053,15157,""
13060,14363,""
1,14490,""
14274,13813,""
14274,15246,""
14478,13890,""
13123,13931,""
6,14087,""
1,14267,""
6,14569,""
6,14423,""
14478,13976,""
1,15067,""
1,14980,""
2,15195,""
13124,14006,""
13113,13909,""
13035,15405,""
13060,14390,""
1,13810,""
1,14023,""
6,15011,""
1,15503,""
2,13952,""
1,15367,""
6,13881,""
1,14444,""
1,14149,""
14478,14221,""
2,14609,""
14274,14316,""
2,15334,""
14520,14536,""
2,14583,""
2,13681,""
13071,13668,""
14478,14267,""
2,15532,""
1,15033,""
2,15346,""
13114,13627,""
1,15045,""
13035,15409,""
13053,15249,""
13149,13865,""
2,14235,""
6,15426,""
14521,14627,""
14263,13943,""
13112,14075,""
2,14201,""
2,14518,""
14274,14313,""
1,13662,""
13035,15350,""
1,14378,""
14478,13741,""
6,14601,""
13053,14033,""
2,14025,""
13112,13899,""
1,14172,""
13060,15052,""
15481,15258,""
2,15489,""
14664,15499,""
13124,13821,""
2,13943,""
13036,15505,""
13035,15488,""
13035,15366,""
1,13716,""
13131,14116,""
4,13871,""
2,15440,""
14665,15491,""
14945,14965,""
6,15298,""
1,14138,""
6,15329,""
2,14532,""
1,15378,""
13036,15424,""
6,13699,""
14696,15239,""
14274,14081,""
13128,13817,""
13060,14475,""
14528,15161,""
2,15178,""
13136,13803,""
2,13627,""
13036,15420,""
13035,15079,""
14521,14540,""
13036,15523,""
4,13875,""
13131,14010,""
14698,15254,""
2,14180,""
6,13642,""
6,15062,""
2,13653,""
1,14645,""
1,15474,""
2,14519,""
2,14437,""
13119,13736,""
1,14328,""
2,14416,""
13036,15465,""
14520,15521,""
13060,14546,""
1,14027,""
1,15120,""
13137,13881,""
1,14532,""
1,14517,""
1,14032,""
2,14677,""
15481,15241,""
6,13628,""
13060,15355,""
6,13603,""
13122,13998,""
6,14211,""
15481,15265,""
14664,15492,""
1,13602,""
1,14434,""
