id,idChannel,idAsset,asset_type,peer_review,created_at,created_by,updated_at,updated_by
2,19,1757,3,"","","","",""
7,19,5285,3,"","","","",""
4,19,5165,3,"","","","",""
8,19,5319,3,"","","","",""
