idst,idstMember,filter
2,18787,""
13163,15111,""
16506,16923,""
15864,18219,""
1,25105,""
2,25807,""
2,14868,""
1,18942,""
1,24811,""
2,21885,""
6,14736,""
1,25209,""
15864,16969,""
6,16531,""
20876,26570,""
16232,17311,""
13035,15081,""
16232,17615,""
20214,22156,""
15864,20147,""
6,16969,""
13035,13761,""
16232,19777,""
13082,13316,""
13092,21873,""
2,23980,""
13118,14323,""
2,23282,""
13065,26161,""
2,26605,""
2,18250,""
6,16541,""
13121,24309,""
13160,16371,""
13922,17950,""
23386,21296,""
13064,16985,""
1,24080,""
1,13779,""
13152,22700,""
1,21297,""
6,22099,""
13306,17397,""
15864,18611,""
13064,22077,""
1,25205,""
14004,16485,""
6,21185,""
2,13977,""
1,26473,""
16825,21175,""
1,15792,""
13960,15197,""
4,24189,""
6,21632,""
16232,22000,""
2,18262,""
13035,15938,""
6,19601,""
15864,21163,""
23511,25791,""
1,19381,""
13164,16490,""
6,26422,""
16506,18497,""
1,21447,""
6,16322,""
6,16167,""
13346,13234,""
6,16036,""
13117,15049,""
1,22617,""
6,24849,""
1,16966,""
1,16949,""
2,25612,""
1,14751,""
13346,13965,""
15864,17278,""
2,18213,""
13045,26990,""
16506,21843,""
2,17898,""
13083,18316,""
2,22804,""
15864,21193,""
13091,17748,""
6,20375,""
2,21961,""
23965,23963,""
13092,22751,""
2,20825,""
13932,13651,""
2,23133,""
1,22886,""
23372,27046,""
1,18250,""
13074,20965,""
2,16702,""
13070,17552,""
1,14690,""
1,16128,""
1,17179,""
6,17589,""
13148,16418,""
1,20762,""
2,17848,""
13161,15404,""
6,26966,""
2,20372,""
13106,16531,""
2,23268,""
2,21135,""
13126,17633,""
13932,15983,""
1,18248,""
2,24383,""
6,22425,""
13346,13805,""
13092,20136,""
16232,21335,""
24091,24136,""
1,22302,""
13035,15480,""
15864,17410,""
13932,15376,""
13162,24896,""
2,23242,""
13035,14736,""
2,18009,""
2,15076,""
13163,16647,""
6,17808,""
13065,15746,""
6,23823,""
1,21001,""
13035,16167,""
15864,22752,""
16506,19527,""
2,14815,""
1,14394,""
16232,19206,""
1,21281,""
16506,17985,""
1,18621,""
2,17246,""
16506,19593,""
16827,16924,""
13092,16570,""
13932,13286,""
6,26524,""
19846,20857,""
13077,13764,""
6,24128,""
2,18064,""
13166,24779,""
6,17299,""
16827,17109,""
15864,17826,""
13218,22731,""
13218,27095,""
6,21626,""
2,26145,""
15864,18380,""
13072,23989,""
16232,24247,""
13091,16968,""
13077,13331,""
13127,25555,""
1,21475,""
15864,19088,""
1,18421,""
13932,15390,""
2,17729,""
1,24641,""
1,15451,""
13045,15237,""
2,16353,""
1,24962,""
13035,15269,""
13162,16152,""
6,20371,""
13091,18729,""
13160,14546,""
13219,26335,""
13072,24543,""
23838,23871,""
23804,25696,""
6,20784,""
1,18717,""
13161,14743,""
1,19328,""
6,24518,""
13932,15918,""
6,24206,""
16232,21423,""
21981,22057,""
15864,21781,""
1,21052,""
6,16020,""
13204,26577,""
1,24177,""
6,22838,""
1,18152,""
15575,24396,""
1,17900,""
1,21235,""
1,18579,""
2,20463,""
2,19118,""
2,16697,""
16506,17036,""
2,25044,""
23812,19923,""
16232,18064,""
6,25331,""
6,21927,""
2,14615,""
13091,16956,""
1,14765,""
13072,21782,""
19976,21593,""
13061,23080,""
13163,17732,""
6,23830,""
13219,15198,""
6,15224,""
13062,13314,""
13159,14142,""
6,18791,""
2,21716,""
23682,20821,""
13065,22548,""
13048,15816,""
1,19251,""
6,17366,""
16232,18489,""
13092,25422,""
13932,16259,""
13932,14384,""
2,19334,""
2,21828,""
13220,21303,""
13072,24342,""
16232,19190,""
13120,18232,""
2,14904,""
2,20753,""
13932,17526,""
1,24338,""
2,17913,""
16232,23179,""
13163,18093,""
6,26148,""
15864,23175,""
6,18267,""
1,26201,""
1,18343,""
6,22410,""
13072,18302,""
16232,23815,""
13064,24897,""
2,16834,""
2,21327,""
13063,15826,""
13092,20155,""
2,17527,""
6,22167,""
13092,16562,""
1,17188,""
6,22972,""
6,14795,""
2,19777,""
15864,21581,""
6,26590,""
6,15252,""
6,26741,""
6,13970,""
15864,16941,""
1,22218,""
19975,16848,""
1,14119,""
2,14512,""
13040,13535,""
15864,18460,""
22215,25765,""
2,20356,""
6,20744,""
16506,18780,""
6,24132,""
1,22599,""
1,22155,""
1,22250,""
25293,24043,""
14005,16481,""
6,19656,""
1,16120,""
13092,13802,""
15864,18670,""
2,15154,""
6,16444,""
2,21534,""
6,17533,""
13097,24759,""
6,17867,""
13061,17289,""
1,23001,""
2,21783,""
6,16158,""
24091,24112,""
2,15051,""
2,26573,""
1,15850,""
16506,21528,""
2,15778,""
2,20466,""
13049,15678,""
6,17425,""
13071,20986,""
2,21123,""
6,15686,""
6,15720,""
13932,17563,""
1,26723,""
1,17090,""
13163,14532,""
1,21268,""
1,21875,""
6,26916,""
6,26101,""
1,15935,""
15864,16601,""
6,26893,""
2,22231,""
13932,18189,""
15864,21556,""
16232,23864,""
1,26304,""
1,27032,""
13119,17214,""
13035,15645,""
1,13696,""
15864,18926,""
6,14689,""
6,17084,""
6,19908,""
2,23963,""
16506,24211,""
19873,20491,""
2,26903,""
13035,14864,""
2,19333,""
1,19265,""
2,20561,""
13083,20410,""
13163,16512,""
13192,21756,""
6,26472,""
20677,19141,""
6,21168,""
13035,14708,""
13092,20365,""
16232,17641,""
6,19350,""
16506,21007,""
13162,18192,""
2,16908,""
1,19147,""
1,19747,""
1,22403,""
16827,25967,""
6,17236,""
1,19378,""
13121,24307,""
16232,19608,""
16506,18950,""
13346,13450,""
13035,15679,""
15864,24354,""
2,19523,""
1,24320,""
13540,13738,""
1,19935,""
13091,21531,""
1,21316,""
6,21750,""
13960,15231,""
15576,15861,""
16506,16956,""
1,18975,""
13932,13385,""
13346,13566,""
2,17062,""
1,15052,""
16827,18459,""
23403,24226,""
16506,22726,""
1,19687,""
2,22290,""
6,21535,""
6,16227,""
1,26299,""
13045,19325,""
1,16694,""
15864,17689,""
1,20234,""
23373,27046,""
15864,17439,""
13089,26493,""
2,15958,""
21103,20239,""
15864,17860,""
13065,17317,""
13117,15043,""
13092,17070,""
13160,25990,""
16232,18417,""
2,26910,""
6,26882,""
6,23084,""
13161,25877,""
6,24307,""
1,14091,""
13346,13461,""
16232,19122,""
1,22745,""
16506,23111,""
1,22392,""
13064,15834,""
13049,14693,""
23439,21308,""
19975,24300,""
6,21715,""
13116,14432,""
2,20387,""
1,24440,""
2,19903,""
19975,24956,""
6,18855,""
13932,16114,""
2,14126,""
6,21317,""
15864,18376,""
13091,19662,""
1,17679,""
1,19348,""
6,21964,""
6,25104,""
6,15696,""
15864,16737,""
1,16314,""
16506,17371,""
15864,22760,""
1,21273,""
2,17915,""
6,22445,""
15363,14705,""
6,15459,""
13092,20138,""
6,24270,""
13932,14091,""
26223,25478,""
21622,21673,""
16232,17875,""
1,24429,""
21429,21438,""
6,26778,""
2,17777,""
13346,15863,""
6,18097,""
6,22774,""
1,14411,""
13346,13464,""
13065,15770,""
16506,20153,""
13035,13236,""
24091,24105,""
1,14663,""
23622,18386,""
1,15880,""
13163,15092,""
1,14060,""
13120,24305,""
13082,18358,""
2,14497,""
16826,22755,""
1,22053,""
21981,22599,""
2,23969,""
6,23958,""
2,15228,""
13071,15318,""
13932,14462,""
2,26883,""
2,19599,""
6,23988,""
15864,19830,""
6,22848,""
16506,17624,""
15864,17669,""
15864,19948,""
2,26866,""
2,18288,""
1,16579,""
16232,20712,""
1,15983,""
13072,26546,""
13059,15151,""
2,16671,""
6,15550,""
6,17412,""
13091,19670,""
13035,14783,""
16506,21494,""
13161,26729,""
13932,15531,""
13160,27106,""
16506,19531,""
6,15448,""
13073,17365,""
1,21076,""
13035,13995,""
2,21719,""
13163,19316,""
6,20539,""
21104,19732,""
23536,22895,""
6,16112,""
13035,14700,""
13162,14638,""
15864,16742,""
13932,16082,""
6,18754,""
6,20564,""
6,19829,""
1,17961,""
2,18056,""
13064,15163,""
6,24340,""
13163,18193,""
1,16672,""
13082,13321,""
13932,16090,""
20876,25770,""
2,13682,""
6,24879,""
16506,16540,""
13083,17558,""
2,22654,""
16232,19781,""
6,27103,""
1,27071,""
6,22117,""
2,22816,""
13163,17904,""
13117,15347,""
16232,20317,""
16506,16742,""
13149,17707,""
13118,18115,""
13163,17164,""
13064,26103,""
13932,17279,""
13163,15665,""
6,20541,""
1,26475,""
13162,15109,""
15864,18487,""
13043,25013,""
13083,13809,""
1,13653,""
1,21197,""
13083,25447,""
23756,21235,""
1,15767,""
13060,14891,""
13932,15346,""
2,23323,""
16506,20470,""
16506,15943,""
13092,22368,""
1,22698,""
1,17988,""
2,19283,""
1,22715,""
1,23074,""
6,19625,""
13932,14056,""
23497,23283,""
6,27096,""
6,17612,""
2,23190,""
2,22004,""
13061,14711,""
13757,13749,""
2,21468,""
15864,18599,""
6,19824,""
19872,20396,""
16232,23850,""
15864,20959,""
15864,18404,""
16506,17775,""
16506,19181,""
6,27080,""
1,23315,""
2,24078,""
13065,16352,""
16506,16861,""
13346,14511,""
13071,16032,""
13092,19755,""
6,26757,""
6,26823,""
2,24095,""
2,22272,""
14022,16637,""
2,19153,""
6,26799,""
16506,19122,""
6,23078,""
21042,24713,""
13149,26643,""
13083,21922,""
15864,19615,""
23391,23086,""
2,24300,""
13127,18689,""
1,22414,""
6,21619,""
2,24380,""
13064,13735,""
13116,14384,""
13116,15790,""
1,13309,""
2,16471,""
6,18761,""
1,26056,""
13118,14851,""
6,20638,""
13083,25946,""
13108,15187,""
16232,16993,""
13061,14712,""
16506,18903,""
6,14735,""
2,14926,""
13172,18841,""
13035,14723,""
6,14453,""
13220,21277,""
13060,23966,""
6,16845,""
13063,22641,""
1,19038,""
6,18078,""
13035,18976,""
16506,18861,""
1,20338,""
2,22602,""
13070,26663,""
23750,19619,""
2,25733,""
1,21186,""
13149,22356,""
2,21507,""
13201,25907,""
2,18432,""
6,17480,""
16232,19025,""
13057,13422,""
6,15047,""
15864,17319,""
6,17226,""
13117,16527,""
6,21629,""
15864,20470,""
25039,25047,""
20229,20389,""
16826,18080,""
6,18013,""
6,25061,""
2,16248,""
16232,18604,""
2,19331,""
23838,23868,""
6,24108,""
13932,15669,""
2,26321,""
6,23043,""
6,22306,""
13091,19247,""
6,20254,""
13092,24373,""
23510,21680,""
13091,20332,""
4,24015,""
13061,23097,""
2,21778,""
16506,17077,""
13083,24403,""
2,17945,""
1,26180,""
13092,19689,""
2,15044,""
15864,19268,""
13162,22827,""
1,21547,""
6,22289,""
13070,26533,""
1,18223,""
13164,16320,""
13126,23825,""
2,15784,""
6,18934,""
6,21962,""
13149,13979,""
13164,21198,""
16827,25940,""
1,20649,""
1,16399,""
2,18891,""
1,13657,""
1,14025,""
13060,14767,""
2,15980,""
1,13470,""
1,17318,""
13120,16098,""
6,22476,""
15864,20907,""
2,15429,""
6,24230,""
23560,18055,""
2,15560,""
19975,21339,""
13208,24725,""
13060,14749,""
2,19161,""
13163,18190,""
13327,13715,""
1,14632,""
15864,19412,""
1,23110,""
6,13284,""
13064,26833,""
15864,20501,""
6,18588,""
6,26376,""
6,26994,""
16506,18441,""
1,16560,""
6,18333,""
13149,13646,""
2,24983,""
13932,13847,""
13467,22403,""
2,21587,""
23645,21252,""
1,19586,""
13070,19419,""
1,19562,""
13071,18537,""
13161,14129,""
6,21395,""
2,16187,""
1,18347,""
1,17343,""
6,13365,""
6,24426,""
15864,17247,""
6,20686,""
6,23040,""
2,21584,""
13091,25057,""
1,13358,""
2,14575,""
15864,17358,""
6,13764,""
13346,13832,""
1,25149,""
1,17892,""
2,18692,""
13346,16151,""
2,14336,""
13932,16022,""
2,16641,""
13072,20338,""
6,24078,""
13201,16547,""
1,26685,""
13045,20245,""
13932,14415,""
1,23289,""
2,18189,""
6,13662,""
13061,25108,""
13200,17506,""
2,22193,""
2,16604,""
2,19195,""
1,21331,""
15864,16588,""
1,24529,""
13468,22426,""
13106,17568,""
6,19215,""
15864,20482,""
1,22849,""
16827,16900,""
1,16327,""
6,13232,""
2,24210,""
2,15359,""
23605,19831,""
25185,25071,""
2,26854,""
1,27054,""
13071,21086,""
1,25734,""
1,22687,""
1,18988,""
2,16478,""
13162,15796,""
13162,22806,""
6,16568,""
6,18164,""
16506,19144,""
13119,14317,""
4,26830,""
1,25585,""
13035,13522,""
6,20836,""
2,21208,""
2,22432,""
2,13392,""
16506,16343,""
2,24753,""
6,17532,""
15864,17668,""
13073,25904,""
13092,16679,""
2,19432,""
13092,26654,""
16232,19440,""
16506,18685,""
6,16554,""
1,19230,""
1,24175,""
13061,14771,""
1,24965,""
19976,25112,""
25204,24375,""
13932,14544,""
2,20985,""
21104,19527,""
1,19141,""
1,18240,""
13126,25629,""
15864,16996,""
16826,20377,""
2,26905,""
2,15949,""
13346,13689,""
2,19433,""
13043,26822,""
6,19380,""
13071,16386,""
13126,25560,""
13092,19784,""
6,21505,""
15868,18955,""
13148,21806,""
15864,15987,""
6,17799,""
13162,16754,""
13346,15829,""
19980,21805,""
6,13252,""
2,21064,""
15575,18149,""
16506,16834,""
6,25882,""
16827,16916,""
13120,18413,""
16827,17777,""
23727,22643,""
6,17199,""
13200,21867,""
13043,18329,""
6,17359,""
6,23228,""
6,13516,""
6,14340,""
16506,16571,""
16506,19074,""
6,15831,""
13999,18593,""
13119,15481,""
13092,18047,""
16506,18054,""
2,17650,""
13064,14272,""
1,24853,""
20678,20601,""
13073,20487,""
6,17747,""
1,14795,""
13061,13374,""
6,24858,""
2,13253,""
21041,26586,""
6,17006,""
2,15315,""
13932,17928,""
2,17019,""
2,18660,""
13117,16529,""
2,22059,""
16506,21858,""
13218,23199,""
6,18155,""
16506,18040,""
2,21699,""
14007,23983,""
13149,19553,""
2,19457,""
1,16669,""
1,18807,""
23050,18392,""
1,24949,""
1,13243,""
1,15950,""
15864,18631,""
1,17768,""
2,25464,""
13192,25894,""
16506,22898,""
13346,14606,""
13346,13709,""
13156,15863,""
2,19910,""
1,25533,""
19873,20360,""
26850,26858,""
2,22805,""
2,26782,""
2,22412,""
1,19195,""
6,21623,""
2,17637,""
13064,15717,""
13035,15752,""
1,24194,""
1,14671,""
1,16552,""
16232,24566,""
16506,17118,""
6,20659,""
6,18713,""
16506,18390,""
13061,14798,""
16828,16901,""
1,26834,""
2,19828,""
13932,17909,""
13072,24669,""
13119,17224,""
6,24884,""
13092,17685,""
1,21966,""
13061,19944,""
13200,19238,""
16232,22890,""
15864,16555,""
13044,19197,""
1,19832,""
1,26558,""
16232,22503,""
1,24454,""
2,26863,""
6,22902,""
1,18905,""
2,22344,""
16506,23849,""
16506,16988,""
2,24738,""
13044,18514,""
25256,24473,""
16232,19953,""
13071,16789,""
1,26932,""
15864,17980,""
23954,24206,""
2,26369,""
6,24186,""
13134,18550,""
13043,25813,""
6,27092,""
13035,13237,""
1,25436,""
2,17294,""
1,14603,""
1,22981,""
13148,13646,""
6,16536,""
13035,15549,""
2,15074,""
13163,18128,""
13073,13683,""
15864,20782,""
1,24442,""
6,20489,""
2,26482,""
13201,18293,""
6,18141,""
14023,16641,""
1,14276,""
16506,18873,""
25306,23970,""
1,16363,""
23050,24221,""
1,17502,""
13070,26834,""
19980,21735,""
2,13917,""
13218,23036,""
16232,17983,""
1,16037,""
26851,26855,""
13035,14706,""
13160,27093,""
2,23900,""
15574,17494,""
21981,22612,""
6,13874,""
15864,21304,""
1,21976,""
13932,15260,""
1,14460,""
2,22254,""
23458,18222,""
25410,16947,""
1,25978,""
15864,19121,""
13932,14433,""
1,19113,""
15864,20342,""
13060,13941,""
15864,18880,""
2,21312,""
16506,17047,""
15864,17379,""
6,19961,""
13091,24171,""
1,21110,""
15864,17204,""
13070,16030,""
2,17875,""
6,19723,""
6,25574,""
1,24172,""
23423,21780,""
16506,18774,""
16232,17658,""
2,25209,""
1,22129,""
13035,15990,""
13072,16813,""
6,18200,""
2,16160,""
6,15842,""
13960,15234,""
1,18857,""
13163,14678,""
6,18716,""
16232,18149,""
1,19612,""
19980,18446,""
13468,22535,""
13043,25886,""
23213,16468,""
13119,16797,""
1,19589,""
1,14179,""
6,26610,""
13082,23105,""
16506,18544,""
19975,21053,""
2,15037,""
13219,16001,""
6,13335,""
2,17685,""
13061,23914,""
16232,17928,""
2,14344,""
23651,21384,""
6,24709,""
13467,21040,""
6,19954,""
6,26331,""
1,13577,""
13070,18182,""
16506,21420,""
6,27024,""
1,21142,""
16506,18691,""
1,18692,""
16232,17824,""
16506,19728,""
20420,22072,""
6,24517,""
13072,22657,""
2,15708,""
16506,21178,""
6,21733,""
2,21015,""
13120,15637,""
2,15936,""
1,14513,""
19845,20637,""
6,14856,""
13118,14459,""
2,17309,""
13045,19548,""
23892,23904,""
2,20222,""
6,26933,""
6,26494,""
13932,14770,""
13173,18841,""
1,22434,""
6,16495,""
1,17339,""
15864,18238,""
2,26667,""
2,24233,""
23424,22685,""
13064,24483,""
13082,14080,""
6,17616,""
2,15611,""
1,24909,""
20876,25812,""
1,24558,""
13070,16551,""
1,14706,""
2,25011,""
1,15042,""
1,16918,""
13162,14562,""
23530,19701,""
23575,26475,""
1,22451,""
16506,19337,""
1,22332,""
1,21677,""
1,24630,""
2,21514,""
19846,20813,""
13035,14602,""
26411,26418,""
15864,18069,""
1,21808,""
23344,19116,""
13214,13482,""
24090,24101,""
13082,24167,""
16506,17790,""
13149,25777,""
1,26867,""
13163,18463,""
6,13544,""
13932,14498,""
1,26769,""
13220,26076,""
13091,21454,""
16506,18233,""
13035,13775,""
6,17056,""
23347,21096,""
6,25167,""
2,16242,""
6,20453,""
2,22255,""
19984,19102,""
1,20335,""
16827,16749,""
13091,18047,""
1,17795,""
2,21533,""
1,21518,""
13116,17933,""
1,16520,""
23539,27066,""
2,13835,""
15864,16546,""
2,16829,""
16506,17230,""
6,26045,""
13163,17537,""
16827,16914,""
2,20271,""
13162,20946,""
6,19343,""
1,18017,""
13035,15620,""
2,18279,""
1,25700,""
6,16718,""
13035,13864,""
16232,19499,""
1,18279,""
2,15776,""
21981,22602,""
1,14469,""
16506,18012,""
1,22433,""
1,22018,""
13072,24356,""
13059,25694,""
13065,14051,""
2,24321,""
16232,21168,""
1,17485,""
13073,20784,""
13092,18448,""
6,21582,""
16232,20760,""
15864,20255,""
13035,15977,""
2,24799,""
1,13883,""
13065,15988,""
16232,24416,""
1,14337,""
13092,18162,""
4,24710,""
15864,17501,""
2,21306,""
2,20944,""
1,19302,""
16232,22900,""
13149,19687,""
1,23027,""
13162,16460,""
6,24813,""
6,21466,""
16232,18730,""
16506,17075,""
13932,14461,""
1,19778,""
13083,23212,""
16506,21531,""
13064,26277,""
13072,18421,""
13053,13257,""
13116,15904,""
13073,18670,""
15864,19937,""
6,24668,""
13162,17746,""
6,24407,""
14625,22048,""
6,13369,""
16232,22021,""
16232,22916,""
13071,26914,""
2,26762,""
16232,17750,""
13166,18265,""
6,22505,""
20026,18985,""
2,15621,""
23575,26468,""
24091,24137,""
19976,21976,""
6,17730,""
13219,16540,""
6,17492,""
23051,15196,""
6,22207,""
6,19245,""
13071,16037,""
2,16590,""
13060,16677,""
13346,13705,""
16506,17128,""
2,23122,""
6,16037,""
6,18926,""
1,25896,""
6,24620,""
15864,17795,""
6,13453,""
6,25781,""
2,24763,""
2,22945,""
1,15168,""
2,13596,""
2,14085,""
13116,15113,""
1,20995,""
6,24830,""
2,16354,""
1,14221,""
23410,20676,""
13346,13704,""
13091,22863,""
6,16874,""
6,19165,""
6,19773,""
6,19056,""
2,14570,""
13141,20388,""
19924,16282,""
13042,25802,""
6,26129,""
4,15212,""
23537,22362,""
23402,24531,""
6,16525,""
13073,17223,""
13056,14602,""
13163,14865,""
6,26440,""
6,18739,""
6,24715,""
23634,23852,""
19846,20701,""
6,18147,""
13163,18052,""
1,13455,""
1,26994,""
6,18877,""
1,22991,""
6,15172,""
15864,20722,""
13082,23935,""
2,22281,""
6,17858,""
2,19787,""
2,14134,""
1,21653,""
6,26616,""
2,21288,""
13121,23959,""
13072,22868,""
1,16130,""
13162,19622,""
13070,13389,""
13220,26699,""
23459,18214,""
1,25421,""
13932,17917,""
1,16977,""
18666,18668,""
23463,20391,""
6,15261,""
6,13474,""
23839,23867,""
13091,21658,""
16506,17144,""
1,21351,""
6,13420,""
6,22639,""
13346,13556,""
13117,14384,""
15864,17139,""
23657,25169,""
13346,13703,""
2,17819,""
16232,18209,""
13073,26678,""
13218,22777,""
2,19017,""
13117,16332,""
6,18352,""
19924,16283,""
13082,25436,""
6,26810,""
4,26443,""
16506,17846,""
23569,19055,""
13065,17280,""
1,18077,""
1,16210,""
2,16934,""
13035,13585,""
4,15243,""
6,13758,""
15864,21319,""
13932,14394,""
6,26795,""
13346,14913,""
19845,22144,""
15864,19477,""
16232,20759,""
13060,23826,""
15864,18726,""
1,23924,""
6,17501,""
13161,26447,""
13049,14205,""
6,20417,""
1,25577,""
1,16921,""
15864,17047,""
13164,24710,""
1,17762,""
13064,27076,""
1,13319,""
2,24892,""
2,26326,""
13468,22408,""
16232,17359,""
13072,21221,""
2,21842,""
6,26766,""
13073,17688,""
13072,24763,""
2,16752,""
6,16928,""
13072,21249,""
2,22592,""
15864,22894,""
25347,25331,""
19981,24885,""
13932,15401,""
2,18935,""
13219,16511,""
13148,16415,""
1,27007,""
13217,24363,""
2,14669,""
13035,15491,""
16506,24256,""
16506,19532,""
13035,13678,""
13149,16424,""
14009,24962,""
1,20228,""
13043,21812,""
1,17687,""
16506,19208,""
13149,21813,""
2,13899,""
6,20277,""
2,16178,""
6,26604,""
6,26636,""
13468,13583,""
1,24999,""
1,21500,""
13161,16375,""
6,13895,""
16506,20257,""
1,20245,""
2,22320,""
13060,13870,""
13126,25604,""
6,25631,""
15864,16587,""
15864,20950,""
13218,19560,""
6,22625,""
6,13852,""
1,15706,""
6,15100,""
2,20821,""
1,19773,""
13923,22282,""
2,13281,""
15864,20242,""
13065,23923,""
6,25103,""
6,23982,""
19877,21233,""
15864,18402,""
2,22224,""
6,18114,""
13061,14732,""
23754,18876,""
2,25659,""
2,18221,""
13082,24027,""
2,26009,""
23616,24319,""
15864,18224,""
13072,18491,""
15864,22705,""
13060,24303,""
6,14117,""
2,24220,""
2,19559,""
6,15383,""
2,15821,""
26412,26414,""
2,17567,""
1,18488,""
1,26580,""
16819,15357,""
6,25521,""
6,16033,""
13932,19346,""
20415,20418,""
16232,19142,""
13065,13903,""
1,17297,""
1,19009,""
15864,20772,""
13082,15672,""
2,16903,""
16232,18057,""
13084,19087,""
6,22232,""
6,15964,""
1,16259,""
13161,16493,""
2,19724,""
13092,22739,""
6,17826,""
13072,20785,""
2,25546,""
21981,22346,""
13042,24814,""
6,26594,""
2,18584,""
1,19596,""
13162,15512,""
13092,19789,""
19985,18958,""
6,18244,""
1,25027,""
13128,21958,""
14014,13951,""
13070,17247,""
2,22915,""
16232,24004,""
2,22946,""
1,20754,""
16827,17603,""
13092,19643,""
1,18187,""
2,22130,""
1,22771,""
1,18710,""
23417,19288,""
13072,26745,""
16506,17361,""
13108,22988,""
1,19771,""
13121,18232,""
2,20965,""
14004,16475,""
2,23914,""
16506,16832,""
13932,15039,""
13078,23934,""
16826,23242,""
6,15740,""
16232,20718,""
6,14918,""
13083,14036,""
2,21225,""
6,24846,""
14022,16624,""
13092,19775,""
16506,17307,""
15864,18298,""
2,16703,""
1,20640,""
1,13869,""
16506,21872,""
16828,18455,""
13091,18708,""
6,22740,""
13932,14185,""
1,21927,""
2,21559,""
6,16307,""
1,24437,""
2,26732,""
13109,18942,""
13932,14523,""
6,17326,""
2,25761,""
2,13563,""
1,15736,""
15864,20892,""
13173,19357,""
13060,26761,""
19897,26768,""
13035,14733,""
13219,21246,""
16232,17467,""
15864,22920,""
1,25060,""
25262,24354,""
15864,24557,""
6,24355,""
2,18405,""
13932,14196,""
1,23236,""
1,26538,""
13071,26368,""
20518,20520,""
1,18289,""
13035,14686,""
1,18061,""
13060,24380,""
23743,26010,""
1,14439,""
1,26502,""
2,26277,""
13060,14042,""
2,15372,""
21980,22437,""
6,17755,""
13132,17824,""
1,21890,""
13149,21487,""
6,16655,""
19981,23919,""
13092,22660,""
13065,26104,""
1,16645,""
13932,15940,""
1,20576,""
16232,22996,""
13044,19324,""
15363,14703,""
1,24119,""
19974,19913,""
23777,24291,""
16506,21675,""
13092,15190,""
13346,13248,""
1,21906,""
23658,25166,""
21980,22508,""
6,21512,""
13266,13521,""
16506,21841,""
16506,23234,""
6,13274,""
6,22516,""
1,17883,""
13932,14596,""
15864,16707,""
16232,18954,""
1,13292,""
15864,19669,""
1,24843,""
13045,26139,""
13063,13962,""
16232,18635,""
13070,25498,""
1,24589,""
13060,17489,""
13161,25917,""
13035,15669,""
1,24944,""
13073,19042,""
2,18794,""
2,16204,""
1,20818,""
13307,13451,""
13107,16672,""
13217,22383,""
13218,19310,""
13106,26120,""
1,15234,""
2,17829,""
15363,14865,""
13468,13585,""
13468,22288,""
2,15133,""
6,18610,""
6,23056,""
13066,15895,""
13117,21150,""
13070,16348,""
13116,15970,""
6,16266,""
13159,21810,""
13092,19440,""
6,26315,""
6,20816,""
20230,21245,""
2,19823,""
2,22007,""
16828,25954,""
23407,21710,""
6,18809,""
2,20422,""
6,14192,""
13346,15853,""
6,18012,""
1,17985,""
6,14899,""
1,27022,""
16506,20963,""
1,23937,""
13092,22662,""
6,22338,""
1,21466,""
16232,16710,""
23819,22627,""
15864,18203,""
1,21219,""
1,20629,""
13932,17900,""
13163,15389,""
6,17128,""
13163,17009,""
23730,26963,""
2,15397,""
16506,18746,""
13932,17531,""
1,24611,""
13061,25950,""
13091,20147,""
16506,18682,""
2,16195,""
13117,14395,""
1,17807,""
1,19791,""
6,24327,""
15864,16767,""
2,22508,""
2,14534,""
13220,26809,""
19983,19101,""
6,20700,""
2,16151,""
13200,18919,""
1,15887,""
15864,22908,""
1,17876,""
6,26580,""
1,25607,""
1,22127,""
13148,19274,""
1,22026,""
15575,22995,""
1,24132,""
2,21552,""
15864,20317,""
1,16238,""
13118,18134,""
21101,21635,""
13129,26630,""
2,21348,""
2,19338,""
2,21544,""
13060,14753,""
13467,22320,""
23560,16946,""
13108,24617,""
23734,25161,""
1,26658,""
1,23829,""
15869,18937,""
2,14066,""
13074,18334,""
16506,17495,""
1,17588,""
13161,25072,""
2,26036,""
1,13252,""
23770,23824,""
2,20311,""
6,25526,""
6,15899,""
13070,21987,""
13091,18785,""
16506,20239,""
1,26950,""
13346,14108,""
2,26592,""
1,24334,""
1,24751,""
2,24039,""
13204,18964,""
6,13324,""
1,22514,""
13923,22484,""
1,25816,""
21042,26439,""
13043,21215,""
1,20305,""
1,16026,""
13932,16372,""
6,20480,""
15864,17772,""
1,17772,""
16232,18540,""
16506,18417,""
6,16420,""
2,22330,""
2,18341,""
13219,20664,""
2,21967,""
16506,19177,""
19975,21863,""
6,14867,""
16506,19342,""
1,23053,""
6,16368,""
13071,26771,""
2,18290,""
2,15788,""
1,26036,""
2,13389,""
13119,18133,""
13070,24959,""
16506,24402,""
16232,17893,""
2,16541,""
13092,25328,""
6,25337,""
6,26096,""
13060,26629,""
2,20826,""
1,18158,""
13129,22526,""
16506,18325,""
13932,15865,""
13073,26499,""
1,18313,""
13118,14854,""
1,18504,""
1,14457,""
25360,22624,""
13092,18724,""
13083,17125,""
1,26333,""
13043,24040,""
16506,17297,""
13932,18114,""
13070,20822,""
13091,22742,""
13163,15542,""
13162,14861,""
1,21276,""
13071,22365,""
13932,14880,""
16506,19113,""
6,24880,""
6,16590,""
13065,15743,""
1,23287,""
6,20818,""
6,26588,""
15864,16712,""
13083,24165,""
13082,18026,""
16506,21187,""
2,22354,""
13162,16470,""
1,20636,""
