idst,idstMember,filter
16827,18418,""
2,25511,""
13219,26810,""
15864,17077,""
1,24197,""
6,26499,""
1,15664,""
1,15493,""
1,25790,""
13064,17039,""
13173,17089,""
6,23076,""
13932,18349,""
6,19468,""
15574,26653,""
1,25750,""
13932,16161,""
2,17204,""
6,21310,""
13035,14296,""
6,19362,""
2,17743,""
16232,18291,""
2,17822,""
1,22478,""
2,19028,""
13092,19411,""
6,19935,""
23607,25451,""
15864,20172,""
1,16338,""
2,26190,""
21100,21357,""
16232,19804,""
13932,15437,""
1,15844,""
2,14841,""
20037,15225,""
15864,15074,""
1,13670,""
24073,24855,""
1,13989,""
13072,20953,""
6,15827,""
2,14796,""
1,15775,""
1,26498,""
13220,25135,""
6,18326,""
16506,18149,""
13932,16829,""
6,18269,""
1,16621,""
15864,19605,""
2,27059,""
13116,16252,""
2,26117,""
13083,26346,""
1,14497,""
2,24148,""
16506,17007,""
6,26405,""
2,18677,""
2,26315,""
13173,18431,""
15575,19452,""
1,21191,""
6,16257,""
21100,22240,""
1,22726,""
6,17717,""
13346,13357,""
2,20488,""
13035,14501,""
6,24352,""
1,17149,""
13162,18557,""
1,25614,""
2,22387,""
23622,21069,""
23721,21171,""
1,21885,""
6,22391,""
13149,21649,""
15864,17322,""
15864,17461,""
1,16297,""
1,14397,""
1,22390,""
2,14557,""
6,26764,""
16232,17356,""
13117,14185,""
13158,20501,""
1,22794,""
1,16068,""
13116,14402,""
15864,16492,""
1,19828,""
13092,20311,""
13091,16569,""
2,15950,""
16506,19120,""
16506,17325,""
1,20895,""
21104,17954,""
2,16078,""
6,24971,""
13091,19433,""
2,23825,""
13932,16228,""
23506,22241,""
16827,18353,""
23529,21548,""
13070,14907,""
13932,14776,""
16232,22804,""
15864,20551,""
6,24964,""
13116,15057,""
1,22029,""
13073,18348,""
2,24718,""
13468,13584,""
13220,26967,""
15864,18096,""
1,19678,""
13091,16563,""
6,25006,""
6,14510,""
1,13451,""
13346,13958,""
2,25388,""
16506,20340,""
6,23133,""
1,21895,""
13071,17243,""
6,26737,""
16232,18934,""
2,18050,""
1,21455,""
13048,14456,""
13070,15612,""
15864,18051,""
23214,19158,""
2,27013,""
6,16231,""
16232,21664,""
6,18946,""
19976,23816,""
15864,16581,""
2,26763,""
13121,25326,""
2,17841,""
16506,16733,""
16232,16755,""
13091,26382,""
2,20394,""
2,23999,""
16232,16703,""
13201,18709,""
2,25591,""
13070,21025,""
6,26581,""
15864,19182,""
4,23885,""
1,16780,""
1,26817,""
16232,19301,""
1,19732,""
13932,16709,""
13082,15983,""
2,18026,""
2,18913,""
6,15782,""
15864,19474,""
6,18499,""
2,25749,""
15864,22019,""
13070,26792,""
1,25164,""
15864,18342,""
1,16272,""
13932,16485,""
13960,15218,""
2,26392,""
6,14773,""
6,26576,""
19846,24223,""
6,14581,""
1,16390,""
6,16892,""
13040,13877,""
1,26590,""
6,22663,""
15363,14578,""
25758,26603,""
13133,22249,""
13035,15442,""
6,24362,""
2,20546,""
2,21768,""
2,21607,""
13204,14656,""
15864,21164,""
2,18649,""
2,26511,""
13060,20453,""
13082,13228,""
13064,25681,""
6,21969,""
1,16612,""
2,25087,""
13045,19320,""
2,24324,""
19980,22292,""
15864,20437,""
13073,13791,""
2,17310,""
13091,26549,""
1,25946,""
6,26670,""
1,22232,""
2,26777,""
2,26640,""
23800,18627,""
23375,24187,""
13060,22133,""
6,24442,""
2,27108,""
1,23282,""
16506,17808,""
2,21051,""
2,14895,""
18840,24173,""
13163,16518,""
13044,19548,""
15864,16658,""
2,22994,""
2,24475,""
13932,19470,""
15864,21361,""
20875,18978,""
13035,16983,""
1,14918,""
13035,15769,""
15864,17786,""
16232,17567,""
6,17661,""
13073,21911,""
23638,21122,""
13064,22331,""
16506,17321,""
6,20222,""
15864,20158,""
16232,16829,""
6,25764,""
6,16280,""
1,14899,""
13092,19446,""
2,15994,""
13082,25885,""
2,22590,""
23621,18512,""
13911,13997,""
13035,15644,""
6,22586,""
23540,25760,""
13162,14703,""
13932,15407,""
1,25512,""
1,20669,""
6,18439,""
13468,22293,""
13932,15109,""
13092,19800,""
2,19057,""
16506,21329,""
16506,16705,""
6,16723,""
13923,26448,""
15869,21502,""
6,20430,""
16506,21689,""
13163,19471,""
1,24606,""
23689,21413,""
25363,22044,""
13065,15708,""
13092,22015,""
13035,14393,""
13091,22151,""
16232,18952,""
1,20120,""
13035,13677,""
13064,22495,""
16506,18302,""
2,20958,""
23813,22066,""
13117,16267,""
1,14066,""
2,16144,""
6,17870,""
24091,24109,""
13083,15487,""
15864,16762,""
13092,22109,""
16506,22836,""
16506,21313,""
13091,18733,""
13156,13987,""
13060,15687,""
6,24708,""
1,13820,""
1,19763,""
15864,19832,""
6,19472,""
15864,19459,""
2,15472,""
2,16543,""
16232,19192,""
13049,14207,""
13148,13978,""
13075,13428,""
13089,26146,""
13092,19356,""
6,21757,""
23428,22371,""
16827,16919,""
15864,18684,""
16506,19456,""
6,22949,""
2,18931,""
1,22275,""
2,24569,""
16506,19209,""
23649,17599,""
13061,27003,""
13043,26953,""
25200,24894,""
25181,25100,""
13065,14272,""
6,24513,""
2,22523,""
15864,20159,""
23730,20555,""
13091,19724,""
13170,18270,""
15864,18227,""
6,19904,""
13035,13275,""
16506,17929,""
13060,14889,""
6,19699,""
1,19334,""
1,20557,""
2,21441,""
13091,19657,""
2,15175,""
6,15514,""
16506,18954,""
16506,17411,""
21428,21434,""
16828,16743,""
18548,19268,""
16506,17967,""
2,16200,""
6,21405,""
6,15222,""
13163,17013,""
2,20371,""
1,15688,""
15864,19218,""
2,17855,""
13162,15912,""
16506,17318,""
1,26488,""
1,14693,""
13161,26731,""
13063,13686,""
1,13974,""
13173,19721,""
13065,15835,""
2,24880,""
13120,26711,""
15864,20316,""
6,15200,""
2,26503,""
13346,14226,""
2,17117,""
13035,15439,""
16506,19695,""
2,18637,""
13092,23171,""
13063,13370,""
6,14848,""
23515,21082,""
1,24023,""
6,23285,""
1,21932,""
6,19019,""
1,23168,""
13932,14901,""
6,17652,""
6,19230,""
2,18080,""
13932,17351,""
13061,14774,""
1,25455,""
2,23982,""
2,20227,""
13035,16003,""
16232,21271,""
2,18723,""
15864,19187,""
2,18541,""
16232,20336,""
1,20291,""
13166,24698,""
2,17417,""
6,26169,""
6,17949,""
2,24570,""
1,16424,""
13158,15472,""
13092,17510,""
13035,15619,""
13116,20818,""
1,19666,""
1,16246,""
16232,17578,""
13060,23261,""
6,18285,""
1,20997,""
16506,21853,""
13162,15387,""
2,21121,""
6,22829,""
6,26600,""
1,26634,""
2,25600,""
13035,15054,""
2,13689,""
13073,26465,""
6,16474,""
13091,18631,""
2,25893,""
2,17994,""
13932,19512,""
1,20549,""
16828,17777,""
2,22750,""
6,22807,""
2,24808,""
16232,16347,""
13065,14057,""
13932,18401,""
1,13660,""
2,25496,""
13070,21241,""
16506,20460,""
15864,20228,""
23589,21497,""
6,25468,""
16828,16905,""
6,21918,""
23424,22696,""
1,23908,""
1,24186,""
16506,22777,""
1,18113,""
13932,13297,""
13116,25340,""
15864,21300,""
16232,17788,""
1,23205,""
13035,13776,""
15864,23014,""
19901,21702,""
13162,16761,""
2,15631,""
13035,15974,""
2,22028,""
6,24235,""
25697,25589,""
2,16963,""
13932,17433,""
15864,19023,""
13035,13516,""
1,19943,""
1,13299,""
23893,23898,""
6,24226,""
2,15987,""
2,24483,""
13071,21006,""
15864,21168,""
2,19615,""
13082,13728,""
13307,17421,""
1,18801,""
6,25590,""
21042,24964,""
15864,19527,""
16506,20785,""
13203,20941,""
2,17672,""
1,20748,""
6,13260,""
23669,21084,""
1,14783,""
13070,21943,""
23444,19131,""
13061,27097,""
6,13915,""
13035,15839,""
15864,22878,""
6,18605,""
1,26383,""
13061,18611,""
1,24675,""
23214,17078,""
20677,20547,""
2,18266,""
6,26680,""
2,16813,""
1,18215,""
13932,14638,""
6,20608,""
1,14544,""
13121,17284,""
13156,17948,""
13932,13834,""
2,21314,""
6,16924,""
2,24174,""
1,23206,""
2,18556,""
14610,22420,""
13163,15666,""
6,18898,""
6,19593,""
15864,20346,""
13163,20947,""
1,20289,""
1,26171,""
18667,19751,""
1,16609,""
16506,19062,""
13163,16104,""
1,26062,""
1,14135,""
13091,19782,""
16232,21589,""
6,24207,""
13043,24460,""
1,15543,""
2,16097,""
6,16631,""
1,24315,""
1,14719,""
15574,15561,""
1,17561,""
15864,21582,""
13071,15596,""
20519,19259,""
2,16603,""
13070,21002,""
13163,16212,""
13163,17733,""
2,21825,""
6,16478,""
2,18273,""
1,23863,""
13219,21305,""
16232,19410,""
15864,16311,""
16232,17629,""
13201,26985,""
19976,18703,""
13200,18769,""
2,15812,""
13042,25835,""
13467,22294,""
13045,17876,""
13163,18185,""
1,17388,""
16506,22623,""
15864,23226,""
13163,14534,""
1,14869,""
6,26821,""
2,22940,""
13346,13839,""
16232,18468,""
1,16405,""
2,19831,""
2,17391,""
13160,24067,""
6,18896,""
13035,15652,""
13219,21556,""
1,22050,""
23681,20821,""
15864,22623,""
2,24676,""
13152,25996,""
13932,15984,""
2,17544,""
13159,15460,""
13922,24482,""
13072,21732,""
13162,16606,""
13127,25540,""
2,13482,""
6,19335,""
1,15807,""
6,14487,""
13932,13424,""
15864,19960,""
13164,15341,""
16506,18533,""
13035,15498,""
2,19032,""
1,19528,""
16232,17058,""
15658,16303,""
1,20217,""
6,14831,""
13035,15478,""
13220,23831,""
13065,24605,""
2,13631,""
15864,21188,""
2,23930,""
1,22513,""
13160,26141,""
2,17197,""
19984,18963,""
13116,14407,""
13035,13568,""
13165,14121,""
13120,14465,""
13091,18735,""
1,16465,""
2,25684,""
16232,19490,""
6,17933,""
15864,19099,""
13932,14888,""
6,18671,""
13092,19726,""
1,27058,""
13932,14497,""
13346,13951,""
2,15389,""
6,25897,""
2,25901,""
13116,24775,""
13106,26733,""
6,22319,""
23405,20711,""
1,13942,""
25698,25093,""
2,17702,""
13148,16713,""
1,15265,""
6,25445,""
13092,21544,""
20990,20657,""
13201,25690,""
13035,14057,""
16232,16987,""
2,14419,""
2,14503,""
13071,23300,""
1,18541,""
1,17557,""
1,20408,""
13082,13560,""
2,26814,""
2,16968,""
2,20319,""
16232,17978,""
6,13714,""
14005,16485,""
13164,15907,""
16506,24249,""
1,21216,""
1,18985,""
13042,26626,""
15864,16887,""
6,22220,""
13757,13751,""
2,25338,""
13092,18777,""
15864,21327,""
6,15492,""
6,17728,""
6,18975,""
13932,15897,""
14013,14695,""
1,21661,""
13173,16733,""
13163,16710,""
2,18395,""
6,19950,""
1,17742,""
2,23285,""
13072,26631,""
6,17809,""
2,20049,""
16506,19269,""
1,17405,""
13072,23159,""
2,20526,""
13035,14486,""
13071,21953,""
1,24837,""
6,14380,""
2,20698,""
6,20261,""
13932,15761,""
6,18528,""
13163,16317,""
16506,16352,""
1,15262,""
16828,16748,""
2,17870,""
16232,16982,""
2,17173,""
6,24655,""
6,14491,""
2,19146,""
1,26483,""
13162,16183,""
13346,13724,""
16232,18527,""
1,21595,""
1,22958,""
13072,19078,""
13071,16070,""
1,19155,""
13540,21083,""
15864,23866,""
13060,17289,""
2,18472,""
1,18898,""
13060,13241,""
6,26856,""
6,25544,""
2,21234,""
13042,25816,""
19975,21344,""
16506,18019,""
1,24026,""
16506,17279,""
6,16605,""
23608,25451,""
13219,17580,""
13091,18162,""
16232,24003,""
13163,15663,""
6,20871,""
25261,24352,""
2,22097,""
13932,15530,""
19846,21940,""
6,26330,""
1,17938,""
16506,19563,""
2,22621,""
13932,18102,""
15864,21025,""
1,25784,""
13065,23083,""
1,20605,""
2,24202,""
16232,19531,""
16506,17278,""
23536,22916,""
16823,17324,""
2,21139,""
16506,16836,""
13065,22948,""
13035,15381,""
6,23224,""
16232,18342,""
2,24305,""
1,20503,""
13932,15783,""
6,25146,""
1,16048,""
13053,13270,""
13060,19945,""
1,24173,""
15864,20336,""
2,16382,""
6,24707,""
1,21433,""
6,16424,""
15864,18435,""
1,21310,""
13932,14334,""
13162,14520,""
2,23177,""
6,20802,""
13064,22300,""
2,22212,""
2,16651,""
13932,14732,""
6,16027,""
15864,19546,""
2,22152,""
1,21723,""
19975,21978,""
6,22614,""
13118,16278,""
1,14335,""
16506,17778,""
1,26122,""
6,16593,""
1,20466,""
2,21350,""
19845,21292,""
13071,14907,""
1,25703,""
13035,13524,""
6,22015,""
13035,16214,""
2,21195,""
13072,26624,""
6,22095,""
13111,23877,""
2,22451,""
13072,18258,""
1,21894,""
2,25664,""
13932,15735,""
1,23288,""
13042,20269,""
6,20620,""
16828,24871,""
2,22466,""
1,15545,""
15864,19844,""
6,19907,""
1,19145,""
2,13356,""
13932,16309,""
6,24743,""
16506,19433,""
2,15557,""
13091,16969,""
2,24932,""
6,21580,""
2,17021,""
16232,20909,""
16824,27027,""
2,24549,""
23601,20582,""
23424,22687,""
16506,17766,""
13119,16279,""
6,24827,""
1,17194,""
2,23896,""
15864,18772,""
13063,23157,""
13060,23982,""
6,22432,""
1,17927,""
2,21478,""
13045,22084,""
1,22782,""
13092,22947,""
1,23985,""
2,16142,""
13065,15741,""
23703,22080,""
1,16663,""
13116,14190,""
1,20288,""
2,13807,""
1,24185,""
2,25680,""
16506,21169,""
6,21201,""
13201,24745,""
16506,19304,""
13072,21746,""
13932,14795,""
2,20651,""
1,21818,""
15864,21165,""
6,18198,""
6,15849,""
6,19549,""
6,23933,""
13116,15034,""
1,24669,""
2,17193,""
23570,20572,""
1,16444,""
15864,17627,""
1,24126,""
2,16867,""
13932,14494,""
6,17050,""
23575,21561,""
2,22839,""
13307,20313,""
6,18923,""
1,24226,""
1,13507,""
1,19859,""
13073,26745,""
6,19308,""
13043,24881,""
1,18238,""
16232,17063,""
13219,26884,""
6,24618,""
6,21066,""
13091,26900,""
19976,21300,""
13070,23911,""
25179,24798,""
6,24635,""
6,17164,""
6,19952,""
6,13958,""
2,25989,""
13042,26773,""
15575,20476,""
13065,24213,""
20876,18978,""
13061,14898,""
19979,25009,""
2,19188,""
13932,15523,""
13118,16810,""
1,25069,""
6,17186,""
6,25997,""
21100,23262,""
2,26821,""
2,21276,""
13162,14535,""
2,26789,""
16232,18516,""
2,18208,""
13035,13341,""
1,16992,""
20034,17236,""
15864,17380,""
2,26576,""
16232,20781,""
6,17155,""
13082,16600,""
13048,14644,""
18548,17047,""
1,16908,""
6,18962,""
23715,17957,""
2,14907,""
13116,15256,""
6,24205,""
2,26543,""
13035,13896,""
23659,18275,""
16232,18248,""
15574,25708,""
16506,20591,""
16232,20332,""
6,21683,""
6,13952,""
2,18589,""
15864,21526,""
13082,14036,""
16232,20116,""
13035,13728,""
2,15736,""
13219,17215,""
2,17350,""
13083,19820,""
15864,17959,""
1,18374,""
2,21769,""
26237,25466,""
15864,19342,""
16232,18749,""
21041,24906,""
16232,15692,""
13192,26068,""
6,21500,""
6,22302,""
6,20118,""
6,21712,""
15574,21242,""
21981,22605,""
13042,27065,""
13119,18651,""
2,22633,""
2,13414,""
2,25428,""
15864,16419,""
13126,25620,""
1,15721,""
16506,19051,""
13346,13552,""
6,18719,""
1,16527,""
23734,25153,""
6,14591,""
13932,13320,""
6,17007,""
2,24288,""
6,24494,""
1,17268,""
1,22071,""
6,19756,""
13043,25835,""
14008,17696,""
1,22973,""
16506,20366,""
23601,21528,""
13932,16111,""
2,16034,""
6,14691,""
24090,24129,""
13932,14068,""
15864,23844,""
6,24810,""
2,19030,""
1,22524,""
25173,25127,""
2,16110,""
13063,18793,""
6,17443,""
1,20884,""
24091,24095,""
2,26110,""
2,24319,""
13060,18772,""
16506,19649,""
2,22834,""
13162,16176,""
13166,18451,""
13082,13727,""
1,16100,""
13932,13895,""
16506,18852,""
1,18171,""
13116,16266,""
2,17101,""
1,22900,""
2,19296,""
13070,26791,""
6,14223,""
16232,18242,""
16232,16674,""
6,17061,""
6,22952,""
21429,21441,""
13932,16470,""
1,19759,""
13060,14091,""
13071,15323,""
13162,18556,""
16232,17528,""
16506,17958,""
2,17684,""
1,24784,""
13091,17062,""
13149,21515,""
13072,23317,""
1,15734,""
2,17725,""
23051,16861,""
13126,22050,""
6,18638,""
6,25628,""
1,21122,""
13468,22320,""
16232,19332,""
13118,16217,""
1,25080,""
16500,18329,""
2,20699,""
1,16607,""
6,16566,""
13932,14670,""
2,22876,""
13035,15814,""
2,22530,""
6,19585,""
2,16589,""
1,26549,""
6,20675,""
13061,16504,""
23438,23180,""
15574,25927,""
6,16776,""
13074,13365,""
2,17651,""
6,17104,""
6,16076,""
2,19672,""
13071,22248,""
6,25490,""
6,13371,""
13107,26925,""
14023,17199,""
6,14687,""
24091,24143,""
13164,14121,""
1,24361,""
25176,25096,""
2,17119,""
13119,22991,""
2,23990,""
14022,16639,""
13205,14650,""
15363,14665,""
23624,21200,""
19982,25691,""
16828,17113,""
16506,22867,""
1,21743,""
6,16808,""
6,21524,""
19924,15954,""
1,19641,""
2,17897,""
1,23082,""
1,18603,""
23723,22813,""
2,14577,""
2,14614,""
2,25711,""
1,19853,""
6,22082,""
2,25123,""
16232,17041,""
13148,21486,""
16506,19069,""
6,22859,""
6,17201,""
6,24580,""
2,17779,""
1,26200,""
13097,26433,""
1,20550,""
2,25700,""
23345,19115,""
2,20470,""
16506,20580,""
13162,19349,""
6,14565,""
13071,18827,""
13092,20447,""
1,17412,""
19975,26199,""
1,19060,""
14625,21422,""
13107,24455,""
13134,18659,""
2,21629,""
13035,14317,""
2,21928,""
16506,17525,""
25900,26987,""
2,23108,""
2,26708,""
23658,26581,""
6,24653,""
13220,21305,""
6,15727,""
1,23909,""
16232,18378,""
1,22021,""
6,21033,""
13119,15884,""
13035,16643,""
16232,20674,""
2,26158,""
2,22227,""
6,16116,""
16232,18362,""
15864,18318,""
13160,25749,""
13932,15985,""
16506,18421,""
2,17792,""
13073,27105,""
1,24958,""
15864,19575,""
16232,17505,""
6,14796,""
1,16031,""
13061,16809,""
2,23041,""
2,21380,""
16506,22872,""
13162,17745,""
1,22219,""
6,27020,""
6,14615,""
13116,14758,""
6,20223,""
6,24048,""
23645,24915,""
6,26115,""
13083,14819,""
2,17534,""
1,16326,""
2,14415,""
15864,16575,""
16506,18747,""
13148,20288,""
1,23926,""
16232,21181,""
6,17546,""
2,20167,""
2,15627,""
2,14234,""
23351,24862,""
2,19041,""
13148,18165,""
13932,14381,""
13045,21001,""
13149,22312,""
1,18333,""
2,14742,""
20875,21020,""
6,18596,""
23621,18483,""
6,21830,""
13346,13956,""
16232,19712,""
13932,15824,""
2,22727,""
6,21605,""
6,16065,""
1,25919,""
15864,16687,""
1,27020,""
16826,21177,""
1,16171,""
1,13475,""
1,18160,""
2,24877,""
13060,17053,""
23577,19049,""
6,24704,""
6,19136,""
13117,14193,""
16506,21045,""
4,24738,""
16506,18416,""
13072,17560,""
13072,24411,""
13091,14687,""
2,17760,""
2,13662,""
6,18943,""
1,21239,""
2,14407,""
1,17993,""
1,24409,""
2,20612,""
15864,16514,""
16506,16985,""
13910,13913,""
13060,14878,""
15363,14657,""
13083,26386,""
6,18338,""
6,15460,""
1,13322,""
13932,14270,""
2,25032,""
13932,16342,""
2,15835,""
13035,14320,""
13107,17321,""
13932,14810,""
2,21311,""
2,19250,""
1,16746,""
13083,15484,""
2,23829,""
6,16694,""
2,17858,""
1,21638,""
2,13980,""
15864,21190,""
16828,17112,""
1,22675,""
1,25613,""
13200,17136,""
24980,24978,""
2,27031,""
13061,14759,""
1,16291,""
13060,25797,""
13346,14098,""
2,13995,""
13035,14297,""
2,20246,""
2,24230,""
13118,17485,""
13960,15193,""
23589,21733,""
13346,14081,""
6,17689,""
23051,17350,""
1,17037,""
1,19615,""
1,19614,""
15864,21867,""
1,21819,""
13932,14845,""
6,20321,""
16506,17313,""
2,13378,""
16827,25919,""
13065,14058,""
13932,13710,""
16232,17760,""
1,14691,""
6,22968,""
16506,18942,""
25758,24242,""
15864,18639,""
1,16651,""
13044,26998,""
13060,14033,""
2,25095,""
13200,18745,""
6,20857,""
1,14739,""
15864,20774,""
13092,24366,""
2,15739,""
1,18447,""
13060,18450,""
15864,20332,""
2,20719,""
6,19306,""
1,13573,""
16506,16746,""
1,14892,""
6,13604,""
13201,18363,""
2,13861,""
23744,26010,""
13075,13272,""
21041,25709,""
6,26022,""
13071,26582,""
16506,18393,""
1,15520,""
2,14667,""
6,22882,""
6,14583,""
15864,22992,""
2,18092,""
1,21865,""
1,18978,""
1,24131,""
13200,24012,""
15864,20251,""
13064,25473,""
13064,22948,""
2,17542,""
1,26788,""
6,14021,""
1,22220,""
2,24435,""
13035,15671,""
13070,16790,""
6,15897,""
13121,15205,""
21041,26435,""
1,22080,""
13056,13947,""
13092,22543,""
13064,27056,""
15864,20315,""
16232,18717,""
1,24854,""
13043,16646,""
1,25889,""
13148,16419,""
2,23097,""
16232,19463,""
1,16911,""
6,13665,""
21041,24520,""
2,24717,""
6,20265,""
13910,13886,""
21980,22540,""
13143,22563,""
1,21027,""
6,17976,""
16506,20956,""
13035,13874,""
16232,17779,""
2,14784,""
2,24933,""
1,21023,""
2,22498,""
13932,18155,""
2,14840,""
13165,14123,""
13035,13721,""
13035,14691,""
13035,14455,""
21101,22934,""
6,13537,""
13035,14134,""
13127,25538,""
16232,17339,""
16828,16582,""
16232,21066,""
13073,18302,""
14005,16486,""
13162,18090,""
19979,21030,""
13220,24628,""
13035,16044,""
13117,16782,""
16506,18430,""
15864,17066,""
1,23014,""
1,20662,""
16506,21320,""
2,16755,""
13092,19447,""
2,19914,""
16506,20116,""
2,20524,""
15864,18504,""
2,14413,""
1,25636,""
13072,22461,""
1,18490,""
6,20165,""
1,25754,""
2,22619,""
2,16642,""
1,25690,""
13056,24586,""
13932,15854,""
1,25788,""
1,17844,""
6,26557,""
2,15098,""
13218,19224,""
1,13780,""
2,16275,""
1,21593,""
16506,17395,""
1,24179,""
16506,21176,""
13923,24889,""
16506,18680,""
13219,19203,""
13960,15212,""
1,19744,""
13932,15747,""
2,24894,""
15864,21678,""
1,13990,""
14609,18608,""
13148,24961,""
6,21566,""
6,14825,""
13035,14760,""
13043,21370,""
2,18398,""
1,13342,""
6,21314,""
13092,23187,""
13060,26117,""
1,24873,""
13092,25057,""
15864,22928,""
15864,18283,""
6,22227,""
13827,13823,""
6,15540,""
6,22399,""
2,26524,""
16805,19611,""
15864,22699,""
20039,20033,""
19979,25006,""
1,20694,""
6,26750,""
19883,21636,""
13932,17532,""
1,23285,""
16232,16761,""
13035,13571,""
1,15810,""
21103,19933,""
1,24672,""
16828,16935,""
13072,17583,""
1,13258,""
19975,24719,""
16232,20437,""
6,24950,""
16232,19042,""
13043,26383,""
6,25534,""
6,20589,""
1,18924,""
1,19045,""
6,21796,""
23658,26187,""
13092,25872,""
6,19987,""
19901,19910,""
23051,17355,""
6,26559,""
13932,15074,""
13073,13835,""
2,18287,""
13082,24973,""
13091,18517,""
13162,14871,""
2,21420,""
13932,14391,""
1,16741,""
25697,25593,""
6,16733,""
23702,21895,""
1,17607,""
13208,13414,""
15864,18636,""
2,14350,""
15864,18878,""
2,24627,""
2,14117,""
2,15691,""
1,18690,""
6,21639,""
6,25707,""
1,19816,""
1,16628,""
13072,24782,""
13083,26871,""
13061,24172,""
16506,20612,""
16232,20217,""
23743,25739,""
15864,17664,""
2,14179,""
1,26911,""
13932,18086,""
13065,25748,""
16506,18229,""
1,18568,""
2,19127,""
1,13281,""
22851,25699,""
6,13768,""
13060,14556,""
13035,17441,""
13217,19463,""
1,25994,""
16506,17129,""
2,23895,""
2,20438,""
6,23889,""
16232,19219,""
16506,17065,""
1,13870,""
23439,20482,""
13217,23204,""
13120,15625,""
1,14687,""
13062,22834,""
13083,16716,""
23051,24846,""
16506,17579,""
13128,22711,""
6,24335,""
13219,16087,""
13127,25604,""
16232,21308,""
15864,23246,""
15869,25882,""
1,15512,""
1,19024,""
15864,18345,""
6,21356,""
13932,17297,""
13088,13229,""
1,16999,""
2,19426,""
6,17238,""
2,18910,""
15864,18167,""
6,18232,""
13932,14412,""
13065,26823,""
1,24233,""
16506,19579,""
19975,23275,""
6,18894,""
6,21352,""
23051,25868,""
13932,16455,""
15864,20476,""
1,25669,""
13160,15569,""
2,24345,""
1,14724,""
13149,18166,""
13932,14707,""
1,22364,""
13932,16647,""
1,16926,""
13035,15666,""
13091,18347,""
13073,13435,""
13064,19012,""
6,14576,""
16506,19332,""
2,17446,""
13070,13278,""
13071,23879,""
21980,22479,""
2,18716,""
6,25807,""
15864,16207,""
1,17073,""
13083,16699,""
6,13556,""
13116,17255,""
4,24693,""
13082,14826,""
16828,16586,""
6,20142,""
6,18185,""
2,15476,""
13932,17180,""
2,26611,""
16232,18380,""
13091,19443,""
15868,15875,""
6,15263,""
13063,22580,""
2,18605,""
16506,19241,""
6,22116,""
13932,16328,""
13119,15135,""
6,19830,""
2,15981,""
13035,15056,""
16506,19617,""
16506,21682,""
1,24635,""
6,16560,""
1,13894,""
13070,13741,""
2,18021,""
13163,14657,""
16506,19672,""
16232,16563,""
6,17666,""
13162,15505,""
13040,18973,""
13082,25766,""
1,22052,""
2,25944,""
16506,16514,""
6,23935,""
1,16185,""
16232,17480,""
13064,16354,""
13092,19435,""
13035,14750,""
2,13868,""
13035,13598,""
1,26390,""
16506,16968,""
15864,16725,""
16506,19180,""
16828,25914,""
1,21928,""
6,23894,""
13035,15628,""
1,26915,""
16506,16982,""
6,25165,""
6,15507,""
13091,24558,""
1,19642,""
2,14292,""
16506,18542,""
15864,20461,""
2,26065,""
13118,18752,""
13922,23295,""
2,25627,""
2,17065,""
6,17881,""
16232,23847,""
15864,22767,""
1,25964,""
13201,16553,""
1,26377,""
6,14748,""
6,21486,""
1,21463,""
2,16719,""
2,20718,""
2,14689,""
13071,14912,""
