"user_id","user_language","customer_name"
"13378","english","c3"
"16815","english","c3"
"17158","english","c3"
"17141","english","c3"
"17566","english","c3"
"20142","english","c1"
"26538","english","c1"
"16199","english","c1"
"23226","english","c1"
"19156","english","c1"
"21670","english","c1"
"15107","english","c1"
"17755","english","c1"
"17235","english","c1"
"26536","english","c1"
"23005","english","c1"
"17534","english","c1"
"21929","english","c1"
"16103","english","c1"
"23186","english","c1"
"23073","english","c1"
"21163","english","c1"
"15069","english","c1"
"15477","english","c1"
"17927","english","c1"
"15055","english","c1"
"16781","english","c1"
"20441","english","c1"
"17642","english","c1"
"14330","english","c1"
"14292","english","c1"
"20357","english","c1"
"18175","english","c1"
"16524","english","c1"
"22199","english","c1"
"26032","english","c1"
"18762","english","c1"
"19961","english","c1"
"19185","english","c1"
"13824","english","c1"
"25095","english","c1"
"17656","english","c1"
"14280","english","c1"
"16201","english","c1"
"16044","english","c1"
"26114","english","c1"
"18462","english","c1"
"22677","english","c1"
"15491","english","c1"
"13568","english","c1"
"18108","english","c1"
"18801","english","c1"
"26181","english","c1"
"26009","english","c1"
"22350","english","c1"
"21914","english","c1"
"26673","english","c1"
"13879","english","c1"
"27057","english","c1"
"19933","english","c1"
"14615","english","c1"
"17657","english","c1"
"21574","english","c1"
"21303","english","c1"
"21586","english","c1"
"26056","english","c1"
"15709","english","c1"
"26280","english","c1"
"13908","english","c1"
"21928","english","c1"
"14587","english","c1"
"21995","english","c1"
"17005","english","c1"
"16795","english","c1"
"25761","english","c1"
"19787","english","c1"
"21559","english","c1"
"17572","english","c1"
"25051","english","c1"
"25846","english","c1"
"24530","english","c1"
"13961","english","c1"
"14671","english","c1"
"17302","english","c1"
"16004","english","c1"
"16242","english","c1"
"19749","english","c1"
"27045","english","c1"
"25011","english","c1"
"14728","english","c1"
"26279","english","c1"
"18381","english","c1"
"19662","english","c1"
"16035","english","c2"
"15323","english","c2"
"16114","english","c2"
"15716","english","c2"
"17797","english","c2"
"16603","english","c2"
"15850","english","c2"
"15325","english","c2"
"14479","english","c2"
"13399","english","c2"
"17678","english","c2"
"18076","english","c2"
"17532","english","c2"
"13588","english","c2"
"18078","english","c2"
"16577","english","c2"
"15769","english","c2"
"15006","english","c2"
"17957","english","c2"
"18114","english","c2"
"17642","english","c2"
"13531","english","c2"
"16822","english","c2"
"16124","english","c2"
"14770","english","c2"
"17549","english","c2"
"15440","english","c2"
"13926","english","c2"
"16915","english","c2"
"14951","english","c2"
"16996","english","c2"
"13752","english","c2"
"14615","english","c2"
"14915","english","c2"
"17390","english","c3"
"13446","english","c3"
"17035","english","c3"
"17430","english","c3"
"13655","english","c3"
"17052","english","c3"
"17209","english","c3"
"16327","english","c3"
"16788","english","c3"
"17037","english","c3"
"14809","english","c3"
"17788","english","c3"
"16804","english","c3"
"17483","english","c3"
"16773","english","c3"
"16720","english","c3"
"16852","english","c3"
"17826","english","c3"
"17090","english","c3"
"13706","english","c3"
"13784","english","c3"
"24628","english","c1"
"26333","english","c1"
"20495","english","c1"
"21511","english","c1"
"17893","english","c1"
"19707","english","c1"
"25897","english","c1"
"19526","english","c1"
"15259","english","c1"
"22049","english","c1"
"18629","english","c1"
"25132","english","c1"
"18665","english","c1"
"17757","english","c1"
"16086","english","c1"
"23313","english","c1"
"25844","english","c1"
"17166","english","c1"
"23144","english","c1"
"14904","english","c1"
"18586","english","c1"
"22183","english","c1"
"15627","english","c1"
"23225","english","c1"
"23127","english","c1"
"20272","english","c1"
"13688","english","c1"
"22800","english","c1"
"21828","english","c1"
"14585","english","c1"
"26909","english","c1"
"24014","english","c1"
"17137","english","c1"
"26316","english","c1"
"16101","english","c1"
"15569","english","c1"
"20521","english","c1"
"19695","english","c1"
"20984","english","c1"
"25134","english","c1"
"17521","english","c1"
"20772","english","c1"
"24209","english","c1"
"22908","english","c1"
"19349","english","c1"
"20627","english","c1"
"16771","english","c1"
"13610","english","c1"
"15557","english","c1"
"23882","english","c1"
"19838","english","c1"
"13822","english","c1"
"24288","english","c1"
"18048","english","c1"
"24383","english","c1"
"25081","english","c1"
"25871","english","c1"
"13784","english","c1"
"24855","english","c1"
"19313","english","c1"
"18994","english","c1"
"17385","english","c1"
"18284","english","c1"
"18546","english","c1"
"16809","english","c1"
"18639","english","c1"
"14887","english","c1"
"20472","english","c1"
"16756","english","c1"
"14583","english","c1"
"20644","english","c1"
"15550","english","c2"
"18148","english","c2"
"15215","english","c2"
"17400","english","c2"
"14526","english","c2"
"15643","english","c2"
"17535","english","c2"
"15322","english","c2"
"13274","english","c2"
"14585","english","c2"
"16878","english","c2"
"17762","english","c2"
"17581","english","c2"
"13734","english","c2"
"15506","english","c2"
"17432","english","c2"
"15601","english","c2"
"15095","english","c2"
"16254","english","c2"
"17853","english","c2"
"13995","english","c2"
"14819","french","c2"
"17836","english","c2"
"17798","english","c2"
"16132","english","c2"
"17533","english","c2"
"17981","polish","c2"
"13639","english","c2"
"13306","english","c2"
"16590","english","c3"
"13552","english","c3"
"16746","english","c3"
"17458","english","c3"
"16695","english","c3"
"13518","english","c3"
"13823","english","c3"
"16563","english","c3"
"17658","english","c3"
"17279","english","c3"
"16984","english","c3"
"13640","english","c3"
"17616","english","c3"
"13263","english","c3"
"15094","english","c3"
"18130","english","c3"
"18149","english","c3"
"13510","english","c3"
"18000","english","c3"
"17511","english","c3"
"14654","english","c3"
"16681","english","c3"
"14786","english","c3"
"13463","english","c1"
"24871","english","c1"
"21799","english","c1"
"26043","english","c1"
"17629","english","c1"
"20347","english","c1"
"24043","english","c1"
"13461","english","c1"
"20838","english","c1"
"20762","english","c1"
"21536","english","c1"
"24224","english","c1"
"21078","english","c1"
"19336","english","c1"
"21710","english","c1"
"18211","english","c1"
"21641","english","c1"
"18881","english","c1"
"26820","english","c1"
"21262","english","c1"
"21784","english","c1"
"22640","english","c1"
"26881","english","c1"
"13261","english","c1"
"13899","english","c1"
"19338","english","c1"
"25952","english","c1"
"14391","english","c1"
"18883","english","c1"
"22659","english","c1"
"16283","english","c1"
"18790","english","c1"
"21826","english","c1"
"13876","english","c1"
"24422","english","c1"
"20423","english","c1"
"15840","english","c1"
"21513","english","c1"
"16900","english","c1"
"22714","english","c1"
"26658","english","c1"
"19618","english","c1"
"19799","english","c1"
"19496","english","c1"
"14789","english","c1"
"18638","english","c1"
"17262","english","c1"
"17589","english","c1"
"18895","english","c1"
